Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,
Daerah,Kota Yogyakarta,,
Tahun,2014,,
Kode Organisasi,0,,
Nama Organisasi,Kota Yogyakarta,,
Kolom,4,,
Kode Rekening,URAIAN ,JUMLAH ,Keterangan
1,PENDAPATAN DAERAH ,1210102185890,
1.1 ,PENDAPATAN ASLI DAERAH ,404272607099,
1.1.1 ,HASIL PAJAK DAERAH ,260582494000,
1.1.1.01,Pajak Hotel  ,87675000000,
1.1.1.01.02,Hotel Bintang Lima ,29098000000,
1.1.1.01.03,Hotel Bintang Empat ,21856000000,
1.1.1.01.04,Hotel Bintang Tiga ,18161000000,
1.1.1.01.05,Hotel Bintang Dua ,5759869000,
1.1.1.01.06,Hotel Bintang Satu ,2568000000,
1.1.1.01.07,Hotel Melati Tiga ,1830000000,
1.1.1.01.08,Hotel Melati Dua ,1720000000,
1.1.1.01.09,Hotel Melati Satu ,6200000000,
1.1.1.01.12,Losmen/Rumah Penginapan/Pesanggrahan/Rumah Kos ,482131000,
1.1.1.02,Pajak Restoran ,22325000000,
1.1.1.02.01,Restoran  ,22300000000,
1.1.1.02.05,Katering ,25000000,
1.1.1.03,Pajak Hiburan,7410000000,
1.1.1.03.01,Tontonan Film/Bioskop ,3900000000,
1.1.1.03.07,Karaoke ,200000000,
1.1.1.03.10,Permainan Bilyar ,61000000,
1.1.1.03.15,Permainan Ketangkasan ,714000000,
1.1.1.03.18,Pusat Kebugaran  ,1000000000,
1.1.1.03.20,KRKB Gembira Loka ,1150000000,
1.1.1.03.22,Insidentil ,110000000,
1.1.1.03.23,Lain-lain Pertunjukan ,250000000,
1.1.1.03.24,Sekaten ,25000000,
1.1.1.04,Pajak Reklame. ,7846051000,
1.1.1.04.01,Reklame Papan/Billboard/Vidiotron/Megatron ,3691000000,
1.1.1.04.02,Reklame Kain ,1260000000,
1.1.1.04.03,Reklame Melekat/Stiker ,1051000,
1.1.1.04.05,Reklame Berjalan  ,43000000,
1.1.1.04.06,Reklame Udara ,5000000,
1.1.1.04.10,Reklame Peragaan ,3000000,
1.1.1.04.11,Reklame Baliho ,195000000,
1.1.1.04.12,Reklame Cahaya ,2648000000,
1.1.1.05,Pajak Penerangan Jalan. ,34100000000,
1.1.1.05.01,Pajak Penerangan Jalan PLN ,34100000000,
1.1.1.07,Pajak Parkir ,1565000000,
1.1.1.07.01,Pajak Parkir ,1565000000,
1.1.1.08,Pajak Air Tanah ,1200000000,
1.1.1.08.01,Pajak Air Tanah ,1200000000,
1.1.1.09,Pajak Sarang Burung Walet ,7150000,
1.1.1.09.01,Pajak Sarang Burung Walet ,7150000,
1.1.1.12,Pajak Bumi Dan Bangunan  ,42700000000,
1.1.1.12.01,Pajak Bumi Dan Bangunan ,42700000000,
1.1.1.13,Bea Perolehan Hak Atas Tanah Dan Bangunan ,55754293000,
1.1.1.13.01,Bea Perolehan Hak Atas Tanah Dan Bangunan ,55754293000,
1.1.2,HASIL RETRIBUSI DAERAH ,42446339370,
1.1.2.01,Retribusi Jasa Umum ,31640337750,
1.1.2.01.01,Retribusi Pelayanan Kesehatan ,3477930188,
1.1.2.01.02,Retribusi Pelayanan Persampahan/kebersihan ,2750754000,
1.1.2.01.03,Retribusi Penggantian Biaya  Cetak Ktp Dan Akta Catatan Sipil ,303930000,
1.1.2.01.04,Retribusi  Pelayanan Pemakaman Dan Pengabuan Mayat ,54500000,
1.1.2.01.05,Retribusi Pelayanan Parkir Di Tepi Jalan Umum ,9075425000,
1.1.2.01.06,Retribusi Pelayanan Pasar ,14454938562,
1.1.2.01.07,Retribusi Pengujian Kendaraan Bermotor ,892860000,
1.1.2.01.12,Retribusi Pengolahan Limbah Cair ,630000000,
1.1.2.02,Retribusi Jasa Usaha ,5061616620,
1.1.2.02.01,Retribusi Pemakaian Kekayaan Daerah ,173675000,
1.1.2.02.04,Retribusi Terminal ,2684160000,
1.1.2.02.05,Retribusi Tempat Khusus Parkir ,1720956620,
1.1.2.02.08,Retribusi Rumah Potong Hewan ,279225000,
