Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,
Daerah,Kabupaten Sleman,,
Tahun,2014,,
Kode Organisasi,1.03.01.00,,
Nama Organisasi,Dinas Pekerjaan Umum dan Perumahan,,
Kolom,4,,
No. Rekening,Uraian,Jumlah,Keterangan
1.03.01.4,Dinas Pekerjaan Umum dan Perumahan,2293038320,
1.03.1.03.01.4,Urusan Pekerjaan Umum,2293038320,
1.03.1.03.01.4.1,Pendapatan,2293038320,
1.03.1.03.01.5,Dinas Pekerjaan Umum dan Perumahan,191857565921,
1.03.1.03.01.5.1,Belanja Tidak Langsung,10505511916,
1.03.1.03.01.5.2,Belanja Langsung,181352054005,
1.1.03.01,Urusan Wajib,135354822505,
1.03.1.03.01,Pekerjaan Umum,120321187755,
1.03.1.03.01.01,Program Pelayanan Administrasi Perkantoran,699010790,
1.03.1.03.01.02,Program Peningkatan Sarana dan Prasarana Aparatur,2160053775,
1.03.1.03.01.05,Program Peningkatan Kapasitas Sumber Daya Aparatur,56662400,
1.03.1.03.01.06,Program Peningkatan Pengembangan Sistem Pelaporan Capaian Kinerja dan Keuangan,272114000,
1.03.1.03.01.15,Program Pembangunan Jalan dan Jembatan,30355041000,
1.03.1.03.01.15.01,Perencanaan pembangunan jalan,398165000,"Final desaign perencanaan teknis peningkatan/pembangunan jalan di Kab. Sleman, 20 km"
1.03.1.03.01.15.04,Perencanaan pembangunan jembatan,483576000,"Penyusunan DED jembatan, 12 DED"
1.03.1.03.01.15.06,Peningkatan jalan,22323300000,
1.03.1.03.01.15.07,Peningkatan jembatan dan gorong-gorong,7150000000,
1.03.1.03.01.16,Program Pembangunan Saluran Drainase/Gorong-gorong,10693591500,
1.03.1.03.01.16.01,Perencanaan pembangunan saluran drainase/gorong-gorong,247180000,Penyusunan dokumen pemetaan jariangan existing saluran drainase/gorong-gorong
1.03.1.03.01.16.03,Pembangunan saluran drainase/gorong-gorong,9029429500,Pembuatan saluran drainase
1.03.1.03.01.16.05,Pemeliharaan rutin saluran drainase,1416982000,Pemeliharaan saluran drainase 10000 m
1.03.1.03.01.17,Program Pembangunan Turap/Talud/Brojong,4338600000,
1.03.1.03.01.17.03,Pembangunan turap/talud/brojong,4338600000,"Lok. Prambanan, Sayegan, Gamping, Berbah, Turi, Kalasan, Tempel, Mlati, Godean, Minggir, Pakem"
1.03.1.03.01.18,Program Rehabilitasi/Pemeliharaan Jalan dan Jembatan,25952891450,
