Judul,Penjabaran Anggaran Pendapatan Belanja Daerah,,
Daerah,Kabupaten Gunungkidul,,
tahun ,2015,,
Kode Organisasi,1.22,,
Nama Organisasi,Badan Pemberdayaan Masyarakat Perempuan dan Keluarga Berencana,,
Kolom,4,,
Kode Rekening,Uraian,jumlah,Penjelasan
1.22.1.22.01.00.00.4. ,PENDAPATAN,,
1.22.1.22.01.00.00.5. ,BELANJA DAERAH ,11906595054.64,
1.22.1.22.01.00.00.5.1. ,BELANJA TIDAK LANGSUNG ,6985028852.64,
1.22.1.22.01.00.00.5.1.1. ,BELANJA PEGAWAI ,6985028852.64,
1.22.1.22.01.00.00.5.1.1.01. ,Gaji dan Tunjangan ,6985028852.64,
1.22.1.22.01.00.00.5.1.1.01.001. ,Gaji Pokok ,5173218073.14,Golongan IV 1743226871.1 Golongan III 3196254360 Golongan II 210439945.56 Golongan I 23296896.48 
1.22.1.22.01.00.00.5.1.1.01.002. ,Tunjangan Keluarga ,508266760.5,Tunjangan suami/istri 395628095.62 Tunjangan Anak 112638664.88 
1.22.1.22.01.00.00.5.1.1.01.003. ,Tunjangan Jabatan ,144105000,Eselon II/b 26325000 Elelon III/a 16380000 Eselon III/b 38220000 Eselon IV/a 63180000 
1.22.1.22.01.00.00.5.1.1.01.004. ,Tunjangan Fungsional ,689635000,Tunjangan Fungsional KB 550875000 Kekurangan tunjangan penyuluh kb 2014 138760000 
1.22.1.22.01.00.00.5.1.1.01.005. ,Tunjangan Fungsional Umum ,88465000,Golongan III 72150000 Golongan II 14040000 Golongan I 2275000 
1.22.1.22.01.00.00.5.1.1.01.006. ,Tunjangan Beras ,262855680,Tunjangan Beras 262855680 
1.22.1.22.01.00.00.5.1.1.01.007. ,Tunjangan PPh/Tunjangan Khusus ,118403922,Tunjangan PPh 118403922 
1.22.1.22.01.00.00.5.1.1.01.008. ,Pembulatan Gaji ,79417,Tunjangan Pembulatan 79417 
1.22.1.22.01.00.00.5.2. ,BELANJA LANGSUNG ,4921566202,
1.22.1.22.01.01. ,PROGRAM PELAYANAN ADMINISTRASI ,173001000, PERKANTORANLokasi Kegiatan: Kab. Gunungkidul
1.22.1.22.01.01.01. ,PENYEDIAAN JASA SURAT MENYURAT ,2000000,Sumber Dana: PAD 
1.22.1.22.01.01.01.5.2.2. ,BELANJA BARANG DAN JASA ,2000000,
1.22.1.22.01.01.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,2000000,
1.22.1.22.01.01.01.5.2.2.01.004. ,Belanja perangko^ meterai^ dan benda pos ,2000000,Materai 6.000 1200000 Materai 3.000 600000 Perangko 200000 Lokasi Kegiatan: Kab. Gunungkidul
1.22.1.22.01.01.02. ,PENYEDIAAN JASA KOMUNIKASI^SUMBER DAYA ,22000000, AIR DAN LISTRIKSumber Dana: DAU 
1.22.1.22.01.01.02.5.2.2. ,BELANJA BARANG DAN JASA ,22000000,
1.22.1.22.01.01.02.5.2.2.03. ,Belanja Jasa Kantor ,22000000,
1.22.1.22.01.01.02.5.2.2.03.001. ,Belanja telephon ,9000000,Pembayaran langganan telepon 7000000 Pembayaran langganan telepon ( Sekretariat PKK) 2000000 
1.22.1.22.01.01.02.5.2.2.03.002. ,Belanja air ,3000000,Pembayaran langganan air 1500000 Belanja instalasi air minum 1500000 
1.22.1.22.01.01.02.5.2.2.03.003. ,Belanja listrik ,10000000,Pembayaran langganan listerik 10000000 Lokasi Kegiatan: Kab. Gunungkidul
1.22.1.22.01.01.06. ,PENYEDIAAN JASA PEMELIHARAAN DAN ,15770000, PERIZINAN KENDARAAN DINAS/OPERASIONALSumber Dana: PAD 
1.22.1.22.01.01.06.5.2.2. ,BELANJA BARANG DAN JASA ,15770000,
1.22.1.22.01.01.06.5.2.2.05. ,Belanja Perawatan Kendaraan Bermotor ,15770000,
1.22.1.22.01.01.06.5.2.2.05.005. ,Belanja Surat Tanda Nomor Kendaraan ,15770000,STNK roda 4  ( 4 unit ) 5000000 STNK roda 2 ( 2 unit) 400000 STNK roda 2 10370000 Lokasi Kegiatan: Kab. Gunungkidul
1.22.1.22.01.01.07. ,PENYEDIAAN JASA ADMINISTRASI KEUANGAN ,33600000,Sumber Dana: DAU 
1.22.1.22.01.01.07.5.2.1. ,BELANJA PEGAWAI ,33600000,
1.22.1.22.01.01.07.5.2.1.01. ,Honorarium PNS ,33600000,
