Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,,,
Daerah,Kabupaten Gunungkidul,,,,,
tahun ,2015,,,,,
Kode Organisasi,1.15,,,,,
Nama Organisasi,Dinas Perindustrian Perdagangan Koperasi Energi dan Sumber Daya Mineral,,,,,
Kolom,4,,,,,
Kode Rekening,Uraian,jumlah,Penjelasan,,,
1.15.1.15.01.00.00.4. ,PENDAPATAN,JUMLAH PENDAPATAN,,,,
1.15.1.15.01.00.00.5. ,BELANJA DAERAH ,12458390101.74,,,,
1.15.1.15.01.00.00.5.1. ,BELANJA TIDAK LANGSUNG ,3244459501.74,,,,
1.15.1.15.01.00.00.5.1.1. ,BELANJA PEGAWAI ,3244459501.74,,,,
1.15.1.15.01.00.00.5.1.1.01. ,Gaji dan Tunjangan ,3244459501.74,,,,
1.15.1.15.01.00.00.5.1.1.01.001. ,Gaji Pokok ,2524084563, Golongan I = 1 orang 27776642.40 Golongan II = 8 orang 230374260.48 Golongan III = 41 orang 1890991955.58 Golongan IV = 7 orang 374941704.54,,,
1.15.1.15.01.00.00.5.1.1.01.002. ,Tunjangan Keluarga ,253044269.74, Isteri/Suami = 43 orang 197624296.19 Anak = 62 orang 55419973.55,,,
1.15.1.15.01.00.00.5.1.1.01.003. ,Tunjangan Jabatan ,181545000, Eselon III a = 2 orang 32760000.00 Eselon III b = 3 orang 38220000.00 Eselon IV a = 12 orang 84240000.00 Eselon II b = 1 orang 26325000.00,,,
1.15.1.15.01.00.00.5.1.1.01.005. ,Tunjangan Fungsional Umum ,88400000, Golongan I = 1 orang 2275000.00 Golongan II = 7 orang 16380000.00 Golongan III = 41 orang 69745000.00,,,
1.15.1.15.01.00.00.5.1.1.01.006. ,Tunjangan Beras ,143683540, Tunjangan beras 143683540.00,,,
1.15.1.15.01.00.00.5.1.1.01.007. ,Tunjangan PPh/Tunjangan Khusus ,53672281, Tunjangan PPh 53672281.00,,,
1.15.1.15.01.00.00.5.1.1.01.008. ,Pembulatan Gaji ,29848, Tunjangan pembulatan 29848.00,,,
1.15.1.15.01.00.00.5.2. ,BELANJA LANGSUNG ,9213930600,,,,
1.15.1.15.01.01. ,PROGRAM PELAYANAN ADMINISTRASI ,367111000, PERKANTORAN,,,
1.15.1.15.01.01.01. ,PENYEDIAAN JASA SURAT MENYURAT ,1925000,Lokasi Kegiatan: Kab Gunungkidul Sumber Dana: DAU.,,,
1.15.1.15.01.01.01.5.2.2. ,BELANJA BARANG DAN JASA ,1925000,,,,
1.15.1.15.01.01.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,1925000,,,,
1.15.1.15.01.01.01.5.2.2.01.004. ,Belanja perangko^ meterai^ dan benda pos ,1925000, Meterai (Rp3000.-) 375000.00 Meterai (Rp6000.-) 930000.00 Prangko (Rp1000.-) 55000.00 Perangko (Rp1500.-) 165000.00 Pengiriman surat 400000.00,,,
1.15.1.15.01.01.02. ,PENYEDIAAN JASA KOMUNIKASI^SUMBER DAYA ,14400000,Lokasi Kegiatan: Kab Gunungkidul AIR DAN LISTRIK Sumber Dana: DAU.,,,
1.15.1.15.01.01.02.5.2.2. ,BELANJA BARANG DAN JASA ,14400000,,,,
1.15.1.15.01.01.02.5.2.2.03. ,Belanja Jasa Kantor ,14400000,,,,
1.15.1.15.01.01.02.5.2.2.03.001. ,Belanja telephon ,14400000, Biaya langganan 2 pesawat telp 12000000.00 Biaya langganan pesawat Telp ( Dekranas ) 2400000.00,,,
1.15.1.15.01.01.06. ,PENYEDIAAN JASA PEMELIHARAAN DAN ,5850000,Lokasi Kegiatan: Kab Gunungkidul PERIZINAN KENDARAAN DINAS/OPERASIONAL Sumber Dana: DAU.,,,
1.15.1.15.01.01.06.5.2.2. ,BELANJA BARANG DAN JASA ,5850000,,,,
1.15.1.15.01.01.06.5.2.2.05. ,Belanja Perawatan Kendaraan Bermotor ,5850000,,,,
1.15.1.15.01.01.06.5.2.2.05.005. ,Belanja Surat Tanda Nomor Kendaraan ,5850000, STNK Roda 4 3000000.00 STNK Roda 2 2850000.00,,,
1.15.1.15.01.01.07. ,PENYEDIAAN JASA ADMINISTRASI KEUANGAN ,27900000,Lokasi Kegiatan: Kab Gunungkidul Sumber Dana: PAD.DAU.,,,
1.15.1.15.01.01.07.5.2.1. ,BELANJA PEGAWAI ,27900000,,,,
