"Judul","Realisasi Anggaran Pendapatan Belanja Daerah",,,,,
"Daerah","Kabupaten Sleman",,,,,
"Tahun",2015,,,,,
"Kode Organisasi","1.14.01.00",,,,,
"Nama Organisasi","Dinas Tenaga Kerja dan Transmigrasi",,,,,
"Kolom",7,,,,,
"No. Rekening","Uraian","Sebelum","Sesudah","Angka","Prosentase","Keterangan"
1,"URUSAN WAJIB",142000000,159000000,17000000,"11.97",
"1.14","Tenaga Kerja",142000000,159000000,17000000,"11.97",
"1.14.1.14.01.00.00.001.4","Pendapatan",142000000,159000000,17000000,"11.97","Perda 16 Thn 2013 tentang Retribusi Penpanjang Ijin Memperkerjakan Tenaga Asing Perda 5 Thn 2013 tentang Retribusi  Pelayanan Pendidikan Peraturan Pemerintah Nomor 30 Tahun 2015 Tentang Perubahan Ketujuh Belas atas Peraturan Pemerintah Nomor 7 Tahun 1997  Tentang Peraturan Gaji PNS"
"1.14.1.14.01.00.00.001.4.1","Pendapatan Asli Daerah",142000000,159000000,17000000,"11.97",
,"Jumlah Pendapatan",142000000,159000000,17000000,"11.97",
"1.14.1.14.01.00.00.002.5","BELANJA DAERAH",15760920400,16061765900,300845500,"1.91",
1,"URUSAN WAJIB",6448025000,6534422500,86397500,"1.34",
"1.14","Tenaga Kerja",6448025000,6534422500,86397500,"1.34",
"1.14.1.14.01.00.00.002.5.1","Belanja Tidak Langsung",6448025000,6534422500,86397500,"1.34","Peraturan Pemerintah Nomor 3 Tahun 2015 Tentang 30 Tahun 2015 Tentang Perusahaan Ketujuh Belas atas Peraturan Pemerintah Nomor 7 Tahun 1977 Tentang Peraturan Gaji PNS"
"1.14.1.14.01.00.00.002.5.1.1","Belanja Pegawai",6448025000,6534422500,86397500,"1.34",
"1.14.1.14.01.00.00.002.5.2","Belanja Langsung",9312895400,9527343400,214448000,"2.30",
1,"URUSAN WAJIB",8759970400,8936837900,176867500,"2.02",
"1.14","Tenaga Kerja",6255672900,6411666400,155993500,"2.49",
"1.14.1.14.01.00.01","Program Pelayanan Administrasi Perkantoran",960618000,1002271000,41653000,"4.34",
"1.14.1.14.01.00.02","Program peningkatan sarana dan prasarana aparatur",717378000,717378000,"0,00","0.00",
"1.14.1.14.01.00.05","Program peningkatan kapasitas sumber daya aparatur",100915900,100915900,"0,00","0.00",
"1.14.1.14.01.00.05.006","Penyusunan dokumen kepegawaian",100915900,100915900,"0,00","0.00",
"1.14.1.14.01.00.06","Program peningkatan pengembangan sistem pelaporan capaian kinerja dan keuangan",104139500,99885500,-4254000,"(4.08)",
"1.14.1.14.01.00.06.005","Penyusunan perencanaan kerja SKPD",35208000,30954000,-4254000,"(12.08)",
"1.14.1.14.01.00.06.007","Penyusunan profil data SKPD",18059500,18059500,"0,00","0.00",
"1.14.1.14.01.00.06.012","Penyusunan laporan realisasi keuangan dan kinerja SKPD",50872000,50872000,"0,00","0.00",
"1.14.1.14.01.00.15","Program Peningkatan Kualitas dan Produktivitas Tenaga Kerja",2691170500,2691170500,"0,00","0.00",
"1.14.1.14.01.00.15.006","Pendidikan dan pelatihan keterampilan bagi pencari kerja",922195000,922195000,"0,00","0.00",
"1.14.1.14.01.00.15.007","Pemeliharaan rutin/ berkala sarana dan prasarana BLK",75000000,75000000,"0,00","0.00",
"1.14.1.14.01.00.15.011","Monitoring lulusan dan informasi latihan",25622000,25622000,"0,00","0.00",
"1.14.1.14.01.00.15.016","Pembinaan LPK",19821500,19821500,"0,00","0.00",
"1.14.1.14.01.00.15.017","Pendidikan Dan pelatihan bagi pencari kerja non institusional",1593956000,1593956000,"0,00","0.00",
"1.14.1.14.01.00.15.018","Pendidikan Dan pelatihan bagi pencari kerja melalui pelatihan swadana",54576000,54576000,"0,00","0.00",
"1.14.1.14.01.00.16","Program Peningkatan Kesempatan Kerja",835517000,847408500,11891500,"1.42",
"1.14.1.14.01.00.16.002","Penyebarluasan informasi bursa tenaga kerja",58780500,58780500,"0,00","0.00",
"1.14.1.14.01.00.16.005","Pengembangan kelembagaan produktivitas dan pelatihan kewirausahaan",61760000,61760000,"0,00","0.00",
"1.14.1.14.01.00.16.008","Penempatan tenaga kerja terdaftar",218040500,229932000,11891500,"5.45",
"1.14.1.14.01.00.16.010","Pengembangan padat karya produktif",496936000,496936000,"0,00","0.00",
"1.14.1.14.01.00.17","Program Perlindungan Pengembangan Lembaga Ketenagakerjaan",845934000,952637000,106703000,"12.61",
"1.14.1.14.01.00.17.004","Sosialisasi berbagai peraturan pelaksanaan tentang ketenagakerjaan",23842000,23842000,"0,00","0.00",
"1.14.1.14.01.00.17.005","Peningkatan pengawasan, perlindungan dan penegakkan hukum terhadap keselamatan dan kesehatan kerja",101840500,101840500,"0,00","0.00",
"1.14.1.14.01.00.17.009","Pengawasan norma ketenagakerjaan di perusahaan",75792000,182495000,106703000,"140.78",
"1.14.1.14.01.00.17.011","Pendampingan dan bimbingan penyusunan PKWT, PP, PKB, dan pembentukan lembaga Bipartit",14543000,14543000,"0,00","0.00",
