Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,,,
Daerah,Kabupaten Gunungkidul,,,,,
tahun ,2016,,,,,
Kode Organisasi,2.06,,,,,
Nama Organisasi,Kantor Pengelolaan Pasar,,,,,
Kolom,4,,,,,
Kode Rekening,URAIAN,jumlah,Penjelasan,,,
2.06.2.06.02.00.00.4. ,PENDAPATAN ,2519720732.17,,,,
2.06.2.06.02.00.00.8. ,PENDAPATAN - LO ,2519720732.17,,,,
2.06.2.06.02.00.00.4.1. ,PENDAPATAN ASLI DAERAH ,2519720732.17,,,,
2.06.2.06.02.00.00.4.1.2. ,HASIL RETRIBUSI DAERAH ,2043808500,,,,
2.06.2.06.02.00.00.4.1.2.01. ,Retribusi Jasa Umum ,1481246500,,,,
2.06.2.06.02.00.00.4.1.2.01.02. ,Retribusi Pelayanan Persampahan/Kebersihan ,166027600,Dasar Hukum: Berdasarkan Perda No 13 Tahun 2012 LD Tahun 2012 No 5 Seri C. Retribusi Pelayanan Persampahan/Kebersihan Kemantren Pasar Wonosari 42325200.00 Kemantren Pasar Playen 21470000.00 Kemantren asar Paliyan Panggang 13740300.00 Kemantren Pasar Ngawen-Semin 19675700.00 Kemantren Pasar Semanu-Karangmojo 23550000.00 Kemantren Pasar Ponjong 16137100.00 Kemantren Pasar Rongkop 14260000.00 Kemantren pasar Tepus 3809300.00 Kemantren Pasar Nglipar 11060000.00,,,
2.06.2.06.02.00.00.4.1.2.01.04. ,Retribusi Pelayanan Pasar ,1315218900,Dasar Hukum: Berdasarkan Perda No 8 Tahun 2011 LD Tahun 2011 No 2 Seri C. tentang Retribusi Pelayanan Pasar Kemantren Pasar Wonosari 342622000.00 Kemantren Pasar Playen 271296400.00 Kemantren Pasar Paliyan Panggang 80500500.00 Kemantren Pasar Semin-Ngawen 119784200.00 Kemantren Pasar Semanu-Karangmojo 240166000.00 Kemantren Pasar Ponjong 83858800.00 Kemantren Pasar Rongkop 84100000.00 Kemantren Pasar Tepus 26350200.00 Kemantren Pasar Nglipar 66540800.00,,,
2.06.2.06.02.00.00.4.1.2.02. ,Retribusi Jasa Usaha ,562562000,,,,
2.06.2.06.02.00.00.4.1.2.02.01. ,Retribusi Pemakaian Kekayaan Daerah ,167376000,"Dasar Hukum: Berdasarkan Perda No 9 Tahun 2011 LD Tahun 2011 No 3 Seri C. tentang Retribusi  Pemakaian Kekayaan Daerah Retribusi MCk 167376000.00 Pasar Argosari Lt 1 (Sebelah Timur) 29000000.00 Pasar Argosari Lt 1 (Sebelah Aelatan) 18500000.00 Pasar Argosari Lt 1 (Sebelah Utara) 7000000.00 Pasar Argosari Lt 1 (Sebelah Selatan) 3000000.00 Pasar Argosari Lt II (Belakang Kantor) 18900000.00 Pasar Argosari Lt II (Sebelah Utara) 16300000.00 Pasar Bambu Kepeksari 750000.00 Taman Parkir Wonosari 10200000.00 Gudang Garam Wonosari 8650000.00 Pasar Ngawu Playen 6700000.00 Pasar Hewan Siyono 2500000.00 Pasar Hewan Siyono 2500000.00 Pasar Siyono (Sebelah Selatan) 2520000.00 Pasar Siyono (Sebelah Utara) 1996000.00 Pasar Trowono 1800000.00 Pasar Umum Munggi 9600000.00 Pasar Hewan Munggi 2500000.00 aqsar Tengeran 2500000.00 Pasar Wonontoro 720000.00 Pasar Semin 10000000.00 Pasar Ngawen 2100000.00 Pasar Ponjong 3000000.00 Pasar Bedoyo 720000.00 Pasar Baran 2200000.00 Pasar Nglipar 750000.00 Pasar Wotgalih 720000.00 Pasar Ngalang 750000.00 Pasar Gedangsari 1500000.00 Dasar Hukum: Berdasarkan Perda No 11 Tahun 2011 LD Tahun 2011 No 5 Seri C.tentang Retribusi 
 Tempat Khusus Parkir Pasar Argosari ( Sebelah Selatan) 33500000.00 Pasar Argosari ( sebelah Barat ) 38000000.00 Pasar Argosari ( Sebelah Timur ) 83000000.00 Pasar Bambu Kepeksari 1800000.00 Pasar Hewan Siyonoharjo 18000000.00 Pasar Hewan Siyonoharjo 18000000.00 Pasar Hewan Siyonoharjo 9000000.00 Pasar Hewan Playen 1500000.00 Pasar Paliyan 2500000.00 Pasar Munggi ( Utara Terminal ) 7200000.00 Pasar Trowono 8500000.00 Pasar Trowono ( Roda 2 ) 8000000.00 Pasar Klampok 2500000.00 Pasar Semin ( Roda 4 ) 4000000.00 Pasar Semin ( Roda 2 Sebelah Barat ) 9500000.00 Pasar Semin ( Roda 2 Sebelah Timur ) 9500000.00 Pasar Ngawen ( Roda @. Roda 4 ) 5000000.00 Pasar Munggi 22700000.00 Pasar Hewan Munggi 9500000.00 Pasar Karangmojo 11500000.00 Pasar Wonontoro 1656000.00 Pasar Ponjong 9000000.00 Pasar Jimbaran 4400000.00 Pasar Baran 6000000.00 Pasar Ngrancah 2880000.00 Pasar Mentel. Tepus. Ngeplang 3700000.00 Pasar Nglipar ( Roda 4 ) 6250000.00 Pasar Nglipar. Wotgaleh ( Roda 2 ) 10000000.00 Pasar Wotgalih ( Roda 4 ) 2000000.00 Pasar Gedangsari 2500000.00 Pasar Ngawu Playen 40000000.00 Pasar Legundi 3600000.00",,,
2.06.2.06.02.00.00.4.1.2.02.03. ,Retribusi Tempat Khusus Parkir ,395186000,,,,
2.06.2.06.02.00.00.4.1.4. ,LAIN-LAIN PENDAPATAN ASLI DAERAH YANG SAH ,475912232.17,,,,
2.06.2.06.02.00.00.4.1.4.13. ,Penerimaan Penempatan/Perpanjangan Kios dan Los,475912232.17,,,,
2.06.2.06.02.00.00.4.1.4.13.01. ,Penempatan/Perpanjangan Kios dan Los ,475912232.17,Dasar Hukum: Berdasarkan Perda No 5 Tahun 2011 LD No 2 Tahun 2011 Seri E.tentang Pengelolaan   Barang Milik Daerah Kemantren Pasar Wonosari 11305106.29 Kemantren Pasar Playen 4982163.11 Kemantren Pasar Paliyan Panggang 890488.59 Kemantren Pasar Semin-Ngawen 274037630.22 Kemantren Pasar Semanu-Karangmojo 171249159.93 Kemantren Pasar Ponjong 4767808.54 Kemantren Pasar Rongkop 3921753.98 Kemantren Pasar Tepus 42028.96 Kemantren Pasar Nglipar 4716092.55,,,
2.06.2.06.02.00.00.5. ,BELANJA DAERAH ,13557161501.58,,,,
2.06.2.06.02.00.00.9. ,BEBAN ,13557161501.58,,,,
2.06.2.06.02.00.00.5.1. ,BELANJA TIDAK LANGSUNG ,4621019501.58,,,,
2.06.2.06.02.00.00.5.1.1. ,BELANJA PEGAWAI ,4621019501.58,,,,
2.06.2.06.02.00.00.5.1.1.01. ,Gaji dan Tunjangan ,4521616490.33,,,,
2.06.2.06.02.00.00.5.1.1.01.001. ,Gaji Pokok/Uang Representasi ,3502764417.6,Gol IV 66420270.00 Gol III 659323337.40 Gol II 2405097198.00 Gol I 371923612.20,,,
2.06.2.06.02.00.00.5.1.1.01.002. ,Tunjangan Keluarga ,401459716.73,Tunjangan istri 310308524.82 Tunjangan anak 91151191.91,,,
2.06.2.06.02.00.00.5.1.1.01.003. ,Tunjangan Jabatan ,47880000,Tunjangan struktural 47880000.00,,,
2.06.2.06.02.00.00.5.1.1.01.005. ,Tunjangan Fungsional Umum ,221480000,Tunjangan umum 221480000.00,,,
2.06.2.06.02.00.00.5.1.1.01.006. ,Tunjangan Beras ,299094600,Tunjangan beras 299094600.00,,,
2.06.2.06.02.00.00.5.1.1.01.007. ,Tunjangan PPh/Tunjangan Khusus ,48873818,Tunjangan PPH 48873818.00,,,
2.06.2.06.02.00.00.5.1.1.01.008. ,Pembulatan Gaji ,63938,Pembulatan gaji 63938.00,,,
2.06.2.06.02.00.00.5.1.1.06. ,Insentif Pemungutan Retribusi Daerah ,99403011.25,,,,
2.06.2.06.02.00.00.5.1.1.06.001. ,Insentif  Pemungutan Retribusi Daerah ,99403011.25,Insentif pemungutan retribusi daerah 99403011.25 Insentif pemungutan retribusi daerah Triwulan IV Tahun 2015 26979407.50 Insentif pemungutan retribusi daerah Triwulan I. II. III Tahun 2016 72423603.75,,,
2.06.2.06.02.00.00.5.2. ,BELANJA LANGSUNG ,8936142000,,,,
2.06.2.06.02.01. ,PROGRAM PELAYANAN ADMINISTRASI PERKANTORAN,727527000,,,,
2.06.2.06.02.01.01. ,PENYEDIAAN JASA SURAT MENYURAT ,50000,Lokasi Kegiatan: Kantor Pengelolaan Pasar Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.,,,
2.06.2.06.02.01.01.5.2.2. ,BELANJA BARANG DAN JASA ,50000,,,,
2.06.2.06.02.01.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,50000,,,,
2.06.2.06.02.01.01.5.2.2.01.004. ,Belanja perangko/meterai ,50000,Belanja perangko/pengiriman surat 50000.00,,,
