Judul,Penjabaran Anggaran Pendapatan Belanja Daerah,,
Daerah,Kota Yogyakarta,,
Tahun,2016,,
Kode Organisasi,1.20.11,,
Nama Organisasi,Badan Penanggulangan Bencana Daerah,,
Kolom,4,,
Kode Rekening,Uraian,Jumlah,Keterangan
1.20.1.20.11.000.000.4 ,PENDAPATAN DAERAH ,44300000,
1.20.1.20.11.000.000.4.1 ,PENDAPATAN ASLI DAERAH,44300000,
1.20.1.20.11.000.000.4.1.2 ,HASIL RETRIBUSI DAERAH ,44300000,
1.20.1.20.11.000.000.4.1.2.02 ,Retribusi Jasa Usaha ,44300000,
1.20.1.20.11.000.000.4.1.2.02.01 ,Retribusi Pemakaian Kekayaan Daerah,44300000,Retribusi Pemakaian Kekayaan Daerah 44300000 Perda No 4 Tahun 2012
1.20.1.20.11.000.000.5 ,BELANJA DAERAH,19018042781,
1.20.1.20.11.000.000.5.1 ,BELANJA TIDAK LANGSUNG ,3735729413,
1.20.1.20.11.000.000.5.1.1 ,BELANJA PEGAWAI ,3735729413,
1.20.1.20.11.000.000.5.1.1.01 ,Belanja Gaji Dan Tunjangan ,3735729413,
1.20.1.20.11.000.000.5.1.1.01.01 ,Gaji Pokok PNS/Uang Representasi (DAU)   ,2898562922,Gaji Pokok PNS/Uang Representasi (DAU) 2898562922
1.20.1.20.11.000.000.5.1.1.01.02,Tunjangan Keluarga,276390170,Tunjangan Keluarga 276390170
1.20.1.20.11.000.000.5.1.1.01.03,Tunjangan Jabatan Struktural (DAU),49077000,Tunjangan Jabatan Struktural (DAU) 49077000
1.20.1.20.11.000.000.5.1.1.01.05,Tunjangan Fungsional Umum,176054000,Tunjangan Fungsional Umum (DAU) 176054000
1.20.1.20.11.000.000.5.1.1.01.06 ,Tunjangan Beras (DAU) ,201129482,Tunjangan Beras (DAU) 201129482
1.20.1.20.11.000.000.5.1.1.01.07 ,Tunjangan  PPh/Tunjangan Khusus (DAU) ,52363691,Tunjangan  Pph/Tunjangan Khusus (DAU) 52363691
1.20.1.20.11.000.000.5.1.1.01.08 ,Pembulatan Gaji (DAU) ,46808,Pembulatan Gaji (DAU) 46808
1.20.1.20.11.000.000.5.1.1.01.09 ,Iuran Asuransi Kesehatan/BPJS Kesehatan (DAU) ,82105340,Iuran Asuransi Kesehatan/BPJS Kesehatan (DAU) 82105340
1.20.1.20.11.000.000.5.2 ,BELANJA LANGSUNG ,15282313368,
1.20.1.20.11.001 ,Program Pelayanan Administrasi Perkantoran ,1346361836,
