Judul;Penjabaran Anggaran Pendapatan dan Belanja Daerah;;
Daerah;Kota Yogyakarta;;
Tahun;2014;;
Kode Organisasi;1.02.01;;
Nama Organisasi;Dinas Kesehatan ;;
Kolom;4;;
KODE REKENING ;URAIAN ;ANGGARAN ;PENJELASAN
1.02.01 ;Dinas Kesehatan ;96472499870;
1.02.1.02.01.00 ;PENDAPATAN DAERAH ;11614196593;
1.02.1.02.01.00.00.4.1 ;PENDAPATAN ASLI DAERAH ;11614196593;
1.02.1.02.01.00.00.4.1.2 ;HASIL RETRIBUSI DAERAH ;3424930188;
1.02.1.02.01.00.00.4.1.2.01 ;Retribusi Jasa Umum ;3424930188;
1.02.1.02.01.00.00.4.1.2.01.01 ;Retribusi Pelayanan Kesehatan ;3424930188;Retribusi Pelayanan Kesehatan 3.424.930.188
1.02.1.02.01.00.00.4.1.4 ;LAIN-LAIN PENDAPATAN ASLI DAERAH YANG SAH ;8189266405;
1.02.1.02.01.00.00.4.1.4.19 ;Penerimaan Dana Jaminan Kesehatan Masyarakat ;2982000000;
1.02.1.02.01.00.00.4.1.4.19 ;Penerimaan Dana Jaminan Kesehatan Masyarakat ;2982000000;Penerimaan Dana Jaminan Kesehatan Masyarakat 2.982.000.000
1.02.1.02.01.00.00.4.1.4.25 ;Pendapatan BLUD Puskesmas ;5207266405;
1.02.1.02.01.00.00.4.1.4.25.01 ;Pendapatan BLUD Puskesmas ;5207266405;Pendapatan BLUD Puskesmas 5.207.266.405
1.02.1.02.01.00 ;BELANJA TIDAK LANGSUNG ;34422101600;
1.02.1.02.01.00.00.5.1.1 ;BELANJA PEGAWAI ;34422101600;
1.02.1.02.01.00.00.5.1.1.01 ;Belanja Gaji Dan Tunjangan ;34422101600;Belanja Gaji Dan Tunjangan 34.422.101.600
1.02.1.02.01.00.00.5.1.1.01.01 ;Gaji Pokok PNS/Uang Representasi ;26728750404;
1.02.1.02.01.00.00.5.1.1.01.02 ;Tunjangan Keluarga ;2090636229;
1.02.1.02.01.00.00.5.1.1.01.03 ;Tunjangan Jabatan Struktural ;446187625;
1.02.1.02.01.00.00.5.1.1.01.04 ;Tunjangan Jabatan Fungsional ;2361852125;
1.02.1.02.01.00.00.5.1.1.01.05 ;Tunjangan Umum ;529202375;
1.02.1.02.01.00.00.5.1.1.01.06 ;Tunjangan Beras ;1656846900;
