Judul,Penjabaran Anggaran Pendapatan Belanja Daerah,,
Daerah,Kabupaten Gunungkidul,,
tahun ,2014,,
Kode Organisasi,2.05,,
Nama Organisasi,Dinas Kelautan dan Perikanan,,
Kolom,4,,
Kode Rekening,URAIAN,jumlah,Penjelasan
2.05.2.05.01.00.00.4. ,PENDAPATAN ,500000000,
2.05.2.05.01.00.00.4.1. ,PENDAPATAN ASLI DAERAH ,500000000,
2.05.2.05.01.00.00.4.1.2. ,HASIL RETRIBUSI DAERAH ,500000000,
2.05.2.05.01.00.00.4.1.2.02. ,Retribusi Jasa Usaha ,500000000,Retribusi Tempat Pelelangan  450000000.00 
2.05.2.05.01.00.00.4.1.2.02.03. ,Retribusi Tempat Pelelangan ,450000000,Retribusi Tempat Pelelangan Ikan (TPI) 450000000.00 Berdasarkan Perda No 8 Tahun 2012 LD Tahun 2012 No 3 Seri C. tentang  Retribusi Tempat Pelelangan Retribusi Penjualan Produksi Usaha Daerah  50000000.00 
2.05.2.05.01.00.00.4.1.2.02.13. ,Retribusi Penjualan Produksi Usaha Daerah ,,Penjualan hasil perikanan BBI 50000000.00 Berdasarkan Perda No 17 Tahun 2011 LD Tahun 2011 No 8 Seri C. tentang  Retribusi Penjualan Produksi Usaha Daerah JUMLAH PENDAPATAN 
2.05.2.05.01.00.00.5. ,BELANJA DAERAH ,,
2.05.2.05.01.00.00.5.1. ,BELANJA TIDAK LANGSUNG ,,
2.05.2.05.01.00.00.5.1.1. ,BELANJA PEGAWAI ,,
2.05.2.05.01.00.00.5.1.1.01. ,Gaji dan Tunjangan ,,
2.05.2.05.01.00.00.5.1.1.01.01. ,Gaji Pokok ,,Gaji Pokok  2110667508.02  Golongan IV = 11 orang 553688746.66 Golongan III = 33 orang 1217643849.88 Golongan II = 11 orang 337174911.48 Golongan I = 1 orang 2160000.00
2.05.2.05.01.00.00.5.1.1.01.02. ,Tunjangan Keluarga ,201622217.1,Tunjangan Keluarga  201622217.10  Istri / Suami = 39 orang 157372768.81 Anak = 53 orang 44249448.29
2.05.2.05.01.00.00.5.1.1.01.03. ,Tunjangan Jabatan ,231887500,Tunjangan Jabatan  231887500.00  Eselon IIb = 1 orang 26325000.00 Eselon IIIa = 1 orang 16380000.00 Eselon IIIb = 4 orang 50960000.00 Eselon IVa = 13 orang 125482500.00 Eselon IVb = 2 orang 12740000.00
2.05.2.05.01.00.00.5.1.1.01.05. ,Tunjangan Fungsional Umum ,76440000,Tunjangan Fungsional Umum  76440000.00  Golongan IV = 1 orang 2470000.00 Golongan III = 22 orang 52910000.00 Golongan II = 11 orang 21060000.00
2.05.2.05.01.00.00.5.1.1.01.06. ,Tunjangan Beras ,128448677.65,Tunjangan Beras  128448677.65  Tunjangan baras = 148 orang 128448677.65
2.05.2.05.01.00.00.5.1.1.01.07. ,Tunjangan PPh/Tunjangan Khusus ,46987567.21,Tunjangan PPh/Tunjangan Khusus  46987567.21  Tunjangan PPh 46987567.21
2.05.2.05.01.00.00.5.1.1.01.08. ,Pembulatan Gaji ,35138.65,Pembulatan Gaji  35138.65  Tunjangan pembulatan gaji 35138.65
2.05.2.05.01.00.00.5.1.1.06. ,Insentif Pemungutan Retribusi Daerah ,25000000,
2.05.2.05.01.00.00.5.1.1.06.01. ,Insentif  Pemungutan Retribusi Daerah ,25000000,Insentif  Pemungutan Retribusi Daerah  25000000.00  Insentif Retribusi TPI 22500000.00 Insentif Retribusi Penjualan Produksi Usaha Daerah : 2500000.00 Insentif Penjualan Benih Ikan 2500000.00
2.05.2.05.01.00.00.5.2. ,BELANJA LANGSUNG ,7367913000,
2.05.2.05.01.01. ,PROGRAM PELAYANAN ADMINISTRASI ,272040000, PERKANTORAN
2.05.2.05.01.01.01. ,PENYEDIAAN JASA SURAT MENYURAT ,1300000,
2.05.2.05.01.01.01.5.2.2. ,BELANJA BARANG DAN JASA ,1300000,
2.05.2.05.01.01.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,800000,
2.05.2.05.01.01.01.5.2.2.01.04. ,Belanja perangko^ meterai^ dan benda pos lainnya ,800000,Belanja perangko. meterai. dan benda pos lainnya  800000.00  Belanja materai 6000 180000.00 Belanja materai 3000 495000.00 Belanja perangko 2500 125000.00
2.05.2.05.01.01.01.5.2.2.03. ,Belanja Jasa Kantor ,500000,
2.05.2.05.01.01.01.5.2.2.03.07. ,Belanja paket/pengiriman ,500000,Belanja paket/pengiriman  500000.00  Ongkos Paket/ Pengiriman 500000.00
2.05.2.05.01.01.02. ,PENYEDIAAN JASA KOMUNIKASI^SUMBER ,33000000, DAYA AIR DAN LISTRIK
2.05.2.05.01.01.02.5.2.2. ,BELANJA BARANG DAN JASA ,33000000,
2.05.2.05.01.01.02.5.2.2.03. ,Belanja Jasa Kantor ,33000000,
2.05.2.05.01.01.02.5.2.2.03.01. ,Belanja telephon ,9000000,Belanja telephon  9000000.00  Belanja Telepon Kantor DKP 6000000.00 Belanja Telephon (Tagihan FAX) 3000000.00
2.05.2.05.01.01.02.5.2.2.03.02. ,Belanja air ,3000000,Belanja air  3000000.00  Belanja Air Kantor DKP 3000000.00
2.05.2.05.01.01.02.5.2.2.03.03. ,Belanja listrik ,18000000,Belanja listrik  18000000.00  Belanja Listrik Kantor Dinas. BBI. dan TPI 18000000.00
2.05.2.05.01.01.02.5.2.2.03.21. ,Belanja frekuensi gelombang radio ,3000000,Belanja frekuensi gelombang radio  3000000.00  Biaya Hak Penggunaan Frekuensi Radio 3000000.00
2.05.2.05.01.01.06. ,PENYEDIAAN JASA PEMELIHARAAN DAN ,29100000, PERIZINAN KENDARAAN DINAS/OPERASIONAL
2.05.2.05.01.01.06.5.2.2. ,BELANJA BARANG DAN JASA ,29100000,
2.05.2.05.01.01.06.5.2.2.05. ,Belanja Perawatan Kendaraan Bermotor ,29100000,
2.05.2.05.01.01.06.5.2.2.05.05. ,Belanja Surat Tanda Nomor Kendaraan ,29100000,Belanja Surat Tanda Nomor Kendaraan  29100000.00  Pajak kendaraan mobil 6000000.00 Pajak sepeda motor roda 2 5700000.00 Pajak sepeda motor roda 3 400000.00 Pajak kendaraan tangki 2000000.00 Pajak kapal 15000000.00
2.05.2.05.01.01.07. ,PENYEDIAAN JASA ADMINISTRASI ,30000000, KEUANGAN
2.05.2.05.01.01.07.5.2.1. ,BELANJA PEGAWAI ,30000000,
2.05.2.05.01.01.07.5.2.1.01. ,Honorarium PNS ,30000000,
2.05.2.05.01.01.07.5.2.1.01.03. ,Honorarium Bendahara^ Pembantu Bendaraha ,30000000,Honorarium Bendahara. Pembantu Bendaraha  30000000.00  Honorarium Bendahara Pengeluaran 3000000.00 Honorarium Bendahara Penerima 2100000.00 Honorarium Pejabat Penatausahaan Keuangan 3300000.00 Honorarium Pengurus Barang 2700000.00 Honorarium Penyimpan Barang 2700000.00 Honorarium Pembantu Bendahara : 10200000.00 Pembantu Bendahara Pengeluaran 4800000.00 Pembantu Bendahara Penerima 1200000.00 Pembantu Pengurus Barang 2100000.00 Pembantu Penyimpan Barang 2100000.00 Honorarium Pembantu PPK 2400000.00 Pembantu Pengurus Barang untuk UPT TPI dan 3600000.00 BBI
2.05.2.05.01.01.09. ,PENYEDIAAN JASA PERBAIKAN PERALATAN ,5600000, KERJA
2.05.2.05.01.01.09.5.2.2. ,BELANJA BARANG DAN JASA ,5600000,
2.05.2.05.01.01.09.5.2.2.18. ,Belanja perawatan peralatan dan perlengkapan ,5600000, kantor
2.05.2.05.01.01.09.5.2.2.18.01. ,Belanja pemeliharaan perlatan kantor ,5600000,Belanja pemeliharaan perlatan kantor  5600000.00  Belanja Pemeliharaan 18 Komputer + 14 Laptop 3600000.00 Belanja Pemeliharaan Peralatan Kantor dan RT 2000000.00 lainnya (AC. Telp. Mesin Tik & Faximile)
2.05.2.05.01.01.10. ,PENYEDIAAN ALAT TULIS KANTOR ,5700000,
2.05.2.05.01.01.10.5.2.2. ,BELANJA BARANG DAN JASA ,5700000,
2.05.2.05.01.01.10.5.2.2.01. ,Belanja Bahan Pakai Habis ,5700000,
2.05.2.05.01.01.10.5.2.2.01.01. ,Belanja alat tulis kantor ,5700000,Belanja alat tulis kantor  5700000.00  Belanja ATK dinas 4200000.00 Belanja Supplies Komputer (catridge. refill ink. dll) 1500000.00
2.05.2.05.01.01.11. ,PENYEDIAAN BARANG CETAKAN DAN ,11200000, PENGGANDAAN
2.05.2.05.01.01.11.5.2.2. ,BELANJA BARANG DAN JASA ,11200000,
2.05.2.05.01.01.11.5.2.2.06. ,Belanja Cetak dan Penggandaan ,11200000,
2.05.2.05.01.01.11.5.2.2.06.01. ,Belanja Cetak ,8200000,Belanja Cetak  8200000.00  Cetak Blanko 6000000.00 Belanja cetak blanko penjualan (BBI) 500000.00 Belanja cetak blanko UPT TPI (SPPD. BKP. Lap Tahunan. Profil TPI. dll) 700000.00 Belanja cetak blanko penjualan (Pabrik Es) 1000000.00
2.05.2.05.01.01.11.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,3000000,Belanja Penggandaan/Foto copy  3000000.00  Biaya Fotocopy Dinas 3000000.00
2.05.2.05.01.01.12. ,PENYEDIAAN KOMPONEN INSTALASI ,2000000, LISTRIK/PENERANGAN BANGUNAN KANTOR
2.05.2.05.01.01.12.5.2.2. ,BELANJA BARANG DAN JASA ,2000000,
2.05.2.05.01.01.12.5.2.2.01. ,Belanja Bahan Pakai Habis ,2000000,
