Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,
Daerah,Kabupaten Bantul,,
Tahun,2016,,
Kode Organisasi,1.20.03,,
Organisasi,Sekretariat Daerah Bagian Pemdes,,
Kolom,4,,
No. Rekening,Uraian,Jumlah,Keterangan
1.20 . 1.20.03 . 01 . 01 . 5,BELANJA,3088825000,
1.20 . 1.20.03 . 01 . 01 . 5 . 2,BELANJA LANGSUNG,3088825000,
1.20 . 1.20.03 . 01,Program Pelayanan Administrasi Perkantoran,123630000,
1.20 . 1.20.03 . 01 . 01,Penyediaan jasa surat menyurat,1800000,"Sumber Dana : APBD
Lokasi Kegiatan : Kab. Bantul
Keluaran : Terlaksananya Pembelian Materai
Target : 1 Tahun"
1.20 . 1.20.03 . 01 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,1800000,
1.20 . 1.20.03 . 01 . 01 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,1800000,
1.20 . 1.20.03 . 01 . 01 . 5 . 2 . 2 . 01 . 04,"Belanja Perangko, Materai Dan Benda Pos",1800000,"APBD
 a. Belanja Materai
- Belanja Materai 6000-an200 lb x 6.000,00 = 1.200.000,00
- Belanja Materai 3000-an200 lbr x 3.000,00 = 600.000,00"
1.20 . 1.20.03 . 01 . 06,Penyediaan jasa pemeliharaan dan perizinan kendaraan dinas/operasional,2300000,"Sumber Dana : APBD
Lokasi Kegiatan : Kab. Bantul
Keluaran : Terlaksananya Pemeliharaan dan Perizinan Kendaraan Dinas/operasional
Target : 5 unit"
1.20 . 1.20.03 . 01 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,2300000,
1.20 . 1.20.03 . 01 . 06 . 5 . 2 . 2 . 05,Belanja Perawatan Kendaraan Bermotor,2300000,
1.20 . 1.20.03 . 01 . 06 . 5 . 2 . 2 . 05 . 05,Belanja Pajak Kendaraan Bermotor,2300000,"APBD
 a. Kendaraan Roda Empat dan Dua
- Kendaraan Roda Empat2 buah x 1.000.000,00 = 2.000.000,00
- Kendaraan Roda 23 buah x 100.000,00 = 300.000,00"
1.20 . 1.20.03 . 01 . 07,Penyediaan jasa administrasi keuangan,29750000,"Sumber Dana : 
Lokasi Kegiatan : Kab. Bantul
Keluaran : pemberian honor pengelola keu dan barang
Target : 7 orang"
1.20 . 1.20.03 . 01 . 07 . 5 . 2 . 1,Belanja Pegawai,17100000,
1.20 . 1.20.03 . 01 . 07 . 5 . 2 . 1 . 01,Honorarium PNS,17100000,
1.20 . 1.20.03 . 01 . 07 . 5 . 2 . 1 . 01 . 06,Honor Pengelola Keuangan dan Barang,17100000," Honor Pengelola Keuangan dan Barang
Bendahara Pengeluaran Pembantu12 ob x 310.000,00 = 3.720.000,00
""Pembuat Dokumen : - 3 x 12 ob x Rp 230.000""36 ob x 230.000,00 = 8.280.000,00
Pengurus Barang12 ob x 200.000,00 = 2.400.000,00
Pengurus Gaji12 ob x 75.000,00 = 900.000,00
Penerima Barang12 ob x 75.000,00 = 900.000,00
Pengelola urusan kepegawaian12 ob x 75.000,00 = 900.000,00"
1.20 . 1.20.03 . 01 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,12650000,
1.20 . 1.20.03 . 01 . 07 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,4850000,
