Judul,Realisasi Anggaran Pendapatan Belanja Daerah,,,,,
Daerah,Kabupaten Sleman,,,,,
Tahun,2015,,,,,
Kode Organisasi,1.02.01.00,,,,,
Nama Organisasi,Dinas Kesehatan,,,,,
Kolom,7,,,,,
No. Rekening,Uraian,Sebelum,Sesudah,Selisih,Prosentase,Keterangan
1,URUSAN WAJIB,43084375060,40976803366,-2107571694,4.89,
1.02,Kesehatan,43084375060,40976803366,-2107571694,4.89,
1.02.1.02.01.00.00.001.4,Pendapatan,43084375060,40976803366,-2107571694,4.89,Peraturan Bupati Nomor 59 Tahun 2012 Tentang Tarif Pelayanan Kesehatan pada Puskesmas Peraturan Bupati Nomor 74 Tahun 2011 Tentang Tarif Pelayanan Laboratorium Kesehatan Peraturan Bupati Nomor 60 Tahun 2012 Tentang Petunjuk Pelaksanaan Peraturan Daerah Nomor 11 Tahun 2011 Tentang Jaminan Kesehatan Daerah
1.02.1.02.01.00.00.001.4.1,Pendapatan Asli Daerah,43084375060,40976803366,-2107571694,4.89,
1.02.1.02.01.00.00.001.4.1.4,Lain-lain Pendapatan Asli Daerah yang Sah,43084375060,40976803366,-2107571694,4.89,
,Jumlah Pendapatan,43084375060,40976803366,-2107571694,4.89,
1.02.1.02.01.00.00.002.5,BELANJA DAERAH,160444233700,202361654885,41917421185,26.13,
1,URUSAN WAJIB,56142484000,57000000000,857516000,1.53,
1.02,Kesehatan,56142484000,57000000000,857516000,1.53,
1.02.1.02.01.00.00.002.5.1,Belanja Tidak Langsung,56142484000,57000000000,857516000,1.53,Peraturan Pemerintah Nomor 30 Tahun 2015 Tentang Perubahan Ketujuh Belas atas Peraturan Pemerintah Nomor 7 Tahun 1977 Tentang Peraturan Gaji PNS.
1.02.1.02.01.00.00.002.5.1.1,Belanja Pegawai,56142484000,57000000000,857516000,1.53,
1.02.1.02.01.00.00.002.5.2,Belanja Langsung,104301749700,145361654885,41059905185,39.37,
1,URUSAN WAJIB,104301749700,145361654885,41059905185,39.37,
1.02,Kesehatan,103061057200,144507586060,41446528860,40.22,
1.02.1.02.01.00.01,Program Pelayanan Administrasi Perkantoran,2630041575,2738321700,108280125,4.12,
1.02.1.02.01.00.02,Program peningkatan sarana dan prasarana aparatur,853694000,867930200,14236200,1.67,
1.02.1.02.01.00.05,Program peningkatan kapasitas sumber daya aparatur,549630000,559703000,10073000,1.83,
1.02.1.02.01.00.06,Program peningkatan pengembangan sistem pelaporan capaian kinerja dan keuangan,477951000,472462000,-5489000,1.15,
1.02.1.02.01.00.15,Program Obat dan Perbekalan Kesehatan,5122716000,5108816000,-13900000,0.27,
1.02.1.02.01.00.15.001,Pengadaaan obat dan perbekalan kesehatan,4981004000,4981004000,0,0.00,
1.02.1.02.01.00.15.002,Peningkatan pemerataan obat dan perbekalan kesehatan,81530000,67630000,-13900000,17.05,
1.02.1.02.01.00.15.004,Peningkatan mutu pelayanan farmasi komunitas dan rumah sakit,60182000,60182000,0,0.00,
1.02.1.02.01.00.16,Program Upaya Kesehatan Masyarakat,50439780749,67742748284,17302967535,34.30,
1.02.1.02.01.00.16.001,Pelayanan kesehatan penduduk miskin di puskesmas dan jaringannya,34604679768,28770728000,-5833951768,16.86,
1.02.1.02.01.00.16.002,Pemeliharaan dan pemulihan kesehatan,4393458232,23452415000,19058956768,433.80,
1.02.1.02.01.00.16.003,"Pengadaan, peningkatan dan perbaikan sarana dan prasarana puskesmas dan jaringannya",6058659724,9957328684,3898668960,64.35,
1.02.1.02.01.00.16.004,Penyelenggaraan pencegahan dan pemberantasan penyakit menular dan wabah,579527575,579527575,0,0.00,
1.02.1.02.01.00.16.005,Perbaikan gizi masyarakat,1530268000,1526923075,-3344925,0.22,
1.02.1.02.01.00.16.006,Revitalisasi sistem kesehatan,1030919500,1006225500,-24694000,2.40,
1.02.1.02.01.00.16.009,Peningkatan kesehatan masyarakat,1080135950,1075787950,-4348000,0.40,
1.02.1.02.01.00.16.011,Peningkatan pelayanan kesehatan bagi pengungsi korban bencana,36223000,36223000,0,0.00,
1.02.1.02.01.00.16.012,Peningkatan pelayanan dan penanggulangan masalah kesehatan,257439000,244782500,-12656500,4.92,
1.02.1.02.01.00.17,Program Pengawasan Obat dan Makanan,193114000,193114000,0,0.00,
1.02.1.02.01.00.17.001,Peningkatan pemberdayaan konsumen/masyarakat di bidang obat dan makanan,102914000,102914000,0,0.00,
1.02.1.02.01.00.17.003,Peningkatan kapasitas laboratorium pengawasan obat dan makanan,90200000,90200000,0,0.00,
1.02.1.02.01.00.19,Program Promosi Kesehatan dan Pemberdayaan Masyarakat,1047509976,1025249126,1025249126,2.13,
1.02.1.02.01.00.19.001,Pengembangan media promosi dan informasi sadar hidup sehat,335058000,335058000,0,0.00,
1.02.1.02.01.00.19.002,Penyuluhan masyarakat pola hidup sehat,396772976,383971426,-12801550,3.23,
1.02.1.02.01.00.19.003,Peningkatan pemanfaatan sarana kesehatan,315679000,306219700,-9459300,3.00,
