Judul;Penjabaran Anggaran Pendapatan dan Belanja Daerah;;
Daerah;Kota Yogyakarta;;
Tahun;2014;;
Kode Organisasi;1.13.01;;
Nama Organisasi;Dinas Sosial, Tenaga Kerja dan Transmigrasi ;;
Kolom;4;;
Kode Rekening;Uraian;Jumlah;Keterangan
1.13.01 ;Dinas Sosial, Tenaga Kerja dan Transmigrasi ;18898048033;
1.13.1.13.01.00 ;BELANJA TIDAK LANGSUNG ;6014513788;
1.13.1.13.01.00.00.5.1.1 ;BELANJA PEGAWAI ;6014513788;
1.13.1.13.01.00.00.5.1.1.01 ;Belanja Gaji Dan Tunjangan ;6014513788;Belanja Gaji Dan Tunjangan 6.014.513.788
1.13.1.13.01.00.00.5.1.1.01.01 ;Gaji Pokok PNS/Uang Representasi ;4629517029;
1.13.1.13.01.00.00.5.1.1.01.02 ;Tunjangan Keluarga ;430966862;
1.13.1.13.01.00.00.5.1.1.01.03 ;Tunjangan Jabatan Struktural ;203272875;
1.13.1.13.01.00.00.5.1.1.01.04 ;Tunjangan Jabatan Fungsional ;164243625;
1.13.1.13.01.00.00.5.1.1.01.05 ;Tunjangan Umum ;167047750;
1.13.1.13.01.00.00.5.1.1.01.06 ;Tunjangan Beras ;304678220;
1.13.1.13.01.00.00.5.1.1.01.07 ;Tunjangan  PPh/Tunjangan Khusus ;114712123;
1.13.1.13.01.00.00.5.1.1.01.08 ;Pembulatan Gaji ;75304;
1.13.1.13.01.00.00 ;BELANJA LANGSUNG ;12883534245;
1.13.1.13.01.01.00 ;Program Pelayanan Administrasi Perkantoran ;764400320;
1.13.1.13.01.01.01 ;Penyediaan jasa surat menyurat ;14270000;
1.13.1.13.01.01.01.5.2.2 ;BELANJA BARANG DAN JASA ;14270000;
1.13.1.13.01.01.01.5.2.2.01 ;Belanja Bahan Pakai Habis ;14270000;
1.13.1.13.01.01.01.5.2.2.01.04 ;Belanja Perangko, Materai, dan Benda Pos Lainnya ;14270000;Belanja Perangko, Materai, dan Benda Pos Lainnya 14.270.000
1.13.1.13.01.01.02 ;Penyediaan jasa komunikasi,sumber daya air dan listrik ;3600000;
1.13.1.13.01.01.02.5.2.2 ;BELANJA BARANG DAN JASA ;3600000;
1.13.1.13.01.01.02.5.2.2.03 ;Belanja Jasa Kantor ;3600000;
