Judul,Penjabaran Anggaran Pendapatan Belanja Daerah,,
Daerah,Kabupaten Gunungkidul,,
tahun ,2015,,
Kode Organisasi,1.03,,
Nama Organisasi,Dinas Pekerjaan Umum,,
Kolom,4,,
Kode Rekening,Uraian,jumlah,Penjelasan
1.03.1.03.01.00.00.4. ,PENDAPATAN ,808312000,
1.03.1.03.01.00.00.4.1. ,PENDAPATAN ASLI DAERAH ,808312000,
1.03.1.03.01.00.00.4.1.2. ,HASIL RETRIBUSI DAERAH ,808312000,
1.03.1.03.01.00.00.4.1.2.01. ,Retribusi Jasa Umum ,198312000,
1.03.1.03.01.00.00.4.1.2.01.02. ,Retribusi Pelayanan Persampahan/Kebersihan ,198312000,Dasar Hukum: Berdasarkan Perda No 13 Tahun 2012 LD Tahun 2012 No5 Seri C.Retribusi Pelayanan   Persampahan/Kebersihan Rumah tangga gol. c 16168000 Rumah tangga gol. b 33584000 Rumah tangga gol. a 15648000 Ruko/ Toko Gol C 10920000 Ruko/ Toko Gol B 3168000 Ruko/ Toko Gol A 26760000 Pedagang sayur/ kelontong/ makanan/ minuman 21120000 Pertokoan/ Minimarket 7776000 Restoran/ Rumah makan 3780000 Apotek/ Toko Obat 2520000 Rumah Sakit Gol. C 1800000 Rumah Sakit Gol. B 5400000 Rumah Sakit Gol A 2400000 Wartel/ Kios Phone 720000 Penginapan/ Mess 2160000 Industri 1200000 SPBU/ SPBE Gol C 720000 SPBU/ SPBE Gol B 360000 SPBU/ SPBE Gol A 1200000 Kantor PPAT/ Pengacara Notaris 3456000 Lembaga Pendidikan Gol C 1320000 Lembaga Pendidikan Gol B 720000 Lembaga Pendidikan Gol A 10800000 Kantor Perusahaan Gol C 3888000 Kantor Perusahaan Gol B 5760000 Kantor Perusahaan Gol A 3024000 Showroom Gol B 480000 Showroom Gol A 600000 Restoran Besar 600000 Puskesmas 2700000 Kolam Renang 360000 Even Alun-alun 1200000 Lain-lain/ Pondok Pesantren 1800000 Industri Besar 3600000 Puskesmas Non Rawat Inap 600000
1.03.1.03.01.00.00.4.1.2.02. ,Retribusi Jasa Usaha ,110000000,
1.03.1.03.01.00.00.4.1.2.02.01. ,Retribusi Pemakaian Kekayaan Daerah ,110000000,Dasar Hukum: Berdasarkan Perda No. 9 No. 9 Tahun 2011 LD  Tahun 201 No. 3 Seri  C Pemakaian Kekayaan  Daerah Retribusi pemakaian kekayaan daerah 110000000 Retribusi pemakaian kekayaan daerah 110000000
1.03.1.03.01.00.00.4.1.2.03. ,Retribusi Perizinan Tertentu ,500000000,
1.03.1.03.01.00.00.4.1.2.03.01. ,Retribusi Izin Mendirikan Bangunan ,500000000,Dasar Hukum: Berdasarkan Perda No. 14 No. 14 Tahun 2012 LD Tahun 2012 No. 6 Seri C Mendirikan Bangunan Retribusi Izin Mendirikan Bangunan 500000000 JUMLAH PENDAPATAN 
1.03.1.03.01.00.00.5. ,BELANJA DAERAH ,84309793551.79,
1.03.1.03.01.00.00.5.1. ,BELANJA TIDAK LANGSUNG ,7979553551.79,
1.03.1.03.01.00.00.5.1.1. ,BELANJA PEGAWAI ,7979553551.79,
1.03.1.03.01.00.00.5.1.1.01. ,Gaji dan Tunjangan ,7939137951.79,
1.03.1.03.01.00.00.5.1.1.01.001. ,Gaji Pokok ,6262392337.5, Golongan I = 28 orang 760855460.04 Golongan II = 58 orang 1993136261.22 Golongan III = 68 orang 3105083491.38 Golongan IV = 8 orang 403317124.86
1.03.1.03.01.00.00.5.1.1.01.002. ,Tunjangan Keluarga ,636565824.29, Istri/ Suami = 134 orang 511665712.27 Anak = 168 orang 124900112.02
1.03.1.03.01.00.00.5.1.1.01.003. ,Tunjangan Jabatan ,191945000, Eselon II b 1 orang 26325000 Eselon III a 1 orang 16380000 Eselon III b 3 orang 38220000 Eselon IV a 14 orang 98280000 eselon IVb 2 orang 12740000
1.03.1.03.01.00.00.5.1.1.01.005. ,Tunjangan Fungsional Umum ,334100000, Golongan I = 28 orang 63700000 Golongan II = 58 orang 135720000 Golongan III = 56 orang 134680000
1.03.1.03.01.00.00.5.1.1.01.006. ,Tunjangan Beras ,420792320, Tunjangan beras = 464 orang 420792320
1.03.1.03.01.00.00.5.1.1.01.007. ,Tunjangan PPh/Tunjangan Khusus ,93234453, Tunjangan PPH 93234453
