Judul,Realisasi Anggaran Pendapatan Belanja Daerah,,,,,
Daerah,Kabupaten Sleman,,,,,
Tahun,2015,,,,,
Kode Organisasi,1.07.01.00,,,,,
Nama Organisasi,Dinas Perhubungan Komunikasi dan Informatika,,,,,
Kolom,7,,,,,
No. Rekening,Uraian,Sebelum,Sesudah,Angka,Prosentase,Keterangan
1,URUSAN WAJIB,3354614900,4554614900,1200000000,35.77,
1.07,Perhubungan,3354614900,4554614900,1200000000,35.77,
1.07.1.07.01.00.00.001.4,Pendapatan,3354614900,4554614900,1200000000,35.77,Perda Nomor 4 Tahun 2012 tentang Retribusi pengendalian menara telekomunikasi Perda No. 6 Tahun 2012 tentang Retribusi Terminal Perda No. 9 Tahun 2012 tentang Retribusi Ijin Trayek Perda No. 15 Tahun 2013 tentang Retribusi Tempat Parkir Khusus Perda No. 3 Tahun 2012 tentang Retribusi Pengujian Kendaraan Bermotor Perda No. 1 Tahun 2012 tentang Retribusi Pelayanan Parkir di Tepi Jalan Umum
1.07.1.07.01.00.00.001.4.1,Pendapatan Asli Daerah,3354614900,4554614900,1200000000,35.77,
1.07.1.07.01.00.00.001.4.1.2,Retribusi Daerah,3354614900,4554614900,1200000000,35.77,
,Jumlah Pendapatan,3354614900,4554614900,1200000000,35.77,
1.07.1.07.01.00.00.002.5,BELANJA DAERAH,31781037970,34656979220,2875941250,9.05,
1,URUSAN WAJIB,5834528345,5894528345,60000000,1.03,
1.07,Perhubungan,5834528345,5894528345,60000000,1.03,
1.07.1.07.01.00.00.002.5.1,Belanja Tidak Langsung,5834528345,5894528345,60000000,1.03,Peraturan Pemerintah Nomor 30 Tahun 2015 Tentang Perubahan Ketujuh Belas atas Peraturan Pemerintah Nomor 7 Tahun 1977 Tentang Peraturan Gaji PNS.
1.07.1.07.01.00.00.002.5.1.1,Belanja Pegawai,5834528345,5894528345,60000000,1.03,
1.07.1.07.01.00.00.002.5.2,Belanja Langsung,25946509625,28762450875,2815941250,10.85,
1,URUSAN WAJIB,25946509625,28762450875,2815941250,10.85,
1.07,Perhubungan,17302725700,19057835950,1755110250,10.14,
1.07.1.07.01.00.01,Program Pelayanan Administrasi Perkantoran,2691433500,2685722900,-5710600,(0.21),
1.07.1.07.01.00.02,Program peningkatan sarana dan prasarana aparatur,1051430000,794490000,-256940000,(24.44),
1.07.1.07.01.00.05,Program peningkatan kapasitas sumber daya aparatur,83334000,103270000,19936000,23.92,
1.07.1.07.01.00.06,Prog peningk pengemb sistem pelaporan capaian kinerja dan keuangan,210185500,203274500,-6911000,(3.29),
1.07.1.07.01.00.15,Program Pembangunan Prasarana dan Fasilitas Perhubungan,5017429750,6404615750,1387186000,27.65,
1.07.1.07.01.00.15.001,Perencanaan pembangunan prasarana dan fasilitas perhubungan,149069750,149069750,0,0.00,
1.07.1.07.01.00.15.007,Peningkatan pengelolaan terminal angkutan darat,606410000,911796000,305386000,50.36,
1.07.1.07.01.00.15.009,Pembangunan Lampu Penerangan Jalan Umum,4217135000,5300135000,1083000000,25.68,
1.07.1.07.01.00.15.011,Inventarisasi LPJU,44815000,43615000,-1200000,(2.68),
1.07.1.07.01.00.16,Program Rehabilitasi dan Pemeliharaan Prasarana dan Fasilitas LLAJ,3560183000,3865707000,305524000,8.58,
1.07.1.07.01.00.16.006,Rehabilitasi dan Pemeliharaan LPJU,3425267500,3730791500,305524000,8.92,
1.07.1.07.01.00.16.007,Operasional pemeliharaan fasilitas lalu lintas,134915500,134915500,0,0.00,
1.07.1.07.01.00.17,Program peningkatan pelayanan angkutan,471366000,373536925,-97829075,(20.75),
1.07.1.07.01.00.17.004,Uji kelayakan sarana transportasi guna keselamatan penumpang,57702000,57539925,-162075,(0.28),
1.07.1.07.01.00.17.006,Penciptaan keamanan dan kenyamanan penumpang di lingkungan terminal,97805500,97805500,0,0.00,
1.07.1.07.01.00.17.012,Pengembangan sarana dan prasarana pelayanan jasa angkutan,97667000,0,-97667000,(100.00),
1.07.1.07.01.00.17.015,Pemil Dan pemberian pengharg sopir/juru mudik/awak kend angk umum teladan,11465000,11465000,0,0.00,
1.07.1.07.01.00.17.016,Koordinasi dalam peningkatan pelayanan angkutan,155163500,155163500,0,0.00,
1.07.1.07.01.00.17.017,Forum manajemen lalulintas,43276500,43276500,0,0.00,
1.07.1.07.01.00.17.018,Pelayanan perijinan di bidang perhubungan,8286500,8286500,0,0.00,
1.07.1.07.01.00.18,Program Pembangunan Sarana dan Prasarana Perhubungan,118060000,118060000,0,0.00,
1.07.1.07.01.00.18.002,"Pembangunan halte bus, taxi gedung terminal",118060000,118060000,0,0.00,
1.07.1.07.01.00.19,Program peningkatan dan pengamanan lalu lintas,3068594500,3605394425,536799925,17.49,
1.07.1.07.01.00.19.001,Pengadaan rambu-rambu lalu lintas,1587285000,2031085000,443800000,27.96,
1.07.1.07.01.00.19.003,Pengadaan pagar pengaman jalan,101400000,101400000,0,0.00,
1.07.1.07.01.00.19.005,Pengelolaan Perparkiran,1342465000,1435464925,92999925,6.93,
