Judul,Realisasi Anggaran Pendapatan Belanja Daerah,,,,,
Daerah,Kabupaten Sleman,,,,,
Tahun,2015,,,,,
Kode Organisasi,1.10.01.00,,,,,
Kode Organisasi,Dinas Kependudukan dan Pencatatan Sipil,,,,,
Kolom,7,,,,,
No. Rekening,Uraian,Sebelum,Sesudah,Selisih,Prosentase,Keterangan
1,URUSAN WAJIB,214375000,229375000,15000000,7.00,
1.1,Kependudukan dan Catatan Sipil,214375000,229375000,15000000,7.00,
1.10.1.10.01.00.00.001.4,Pendapatan,214375000,229375000,15000000,7.00,
1.10.1.10.01.00.00.001.4.1,Pendapatan Asli Daerah,214375000,229375000,15000000,7.00,
1.10.1.10.01.00.00.001.4.1.4,Lain-lain Pendapatan Asli Daerah yang Sah,214375000,229375000,15000000,7.00,
,Jumlah Pendapatan,214375000,229375000,15000000,7.00,
1.10.1.10.01.00.00.002.5,BELANJA DAERAH,5718640738,5718640738,62585800,1.09,
1,URUSAN WAJIB,2432014250,2432014250,0,0.00,
1.1,Kependudukan dan Catatan Sipil,2432014250,2432014250,0,0.00,
1.10.1.10.01.00.00.002.5.1,Belanja Tidak Langsung,2432014250,2432014250,0,0.00,Peraturan Pemerintah Nomor 30 Tahun 2015 Tentang Perubahan Ketujuh Belas atas Peraturan Pemerintah Nomor 7 Tahun 1977 Tentang Peraturan Gaji PNS
1.10.1.10.01.00.00.002.5.1.1,Belanja Pegawai,2432014250,2432014250,0,0.00,
1.10.1.10.01.00.00.002.5.2,Belanja Langsung,3286626488,3349212288,62585800,1.90,
1,URUSAN WAJIB,3286626488,3349212288,62585800,1.90,
1.10.1.10.01.00.01,Program Pelayanan Administrasi Perkantoran,894269288,912487288,18218000,2.04,
1.10.1.10.01.00.02,Program peningkatan sarana dan prasarana aparatur,276223000,264223000,-12000000,(4.34),
1.10.1.10.01.00.05,Program peningkatan kapasitas sumber daya aparatur,36229000,36229000,0,0.00,
1.10.1.10.01.00.06,Program peningkatan pengembangan sistem pelaporan capaian kinerja dan keuangan,184481250,184481250,0,0.00,
1.10.1.10.01.00.15,Program Penataan Administrasi Kependudukan,1583719200,1622087000,38367800,2.42,
1.10.1.10.01.00.15.001,Pembangunan dan Pengoperasian SIAK secara terpadu,112187500,112187500,0,0.00,
1.10.1.10.01.00.15.005,Koordinasi pelaksanaan kebijakan kependudukan,92666000,92666000,0,0.00,
1.10.1.10.01.00.15.006,Pengolahan dalam penyusunan laporan informasi kependudukan masyarakat,166090000,179360000,13270000,7.99,
1.10.1.10.01.00.15.009,Pengembangan data base kependudukan,125488500,134513500,9025000,7.19,
1.10.1.10.01.00.15.012,Sosialisasi kebijakan kependudukan,131002000,131002000,0,0.00,
1.10.1.10.01.00.15.013,Peningkatan kapasitas kelembagaan kependudukan,88571000,88571000,0,0.00,
1.10.1.10.01.00.15.015,Peningkatan pelayanan publik dalam bidang Kependudukan dan Pencatatan Sipil,804677200,820750000,16072800,2.00,
1.06,Perencanaan Pembangunan,40061500,40061500,0,0.00,
1.06.1.10.01.00.21,Program perencanaan pembangunan daerah,40061500,40061500,0,0.00,
1.06.1.10.01.00.21.018,Penyusunan Renstra SKPD,40061500,40061500,0,0.00,
1.13,Sosial,135932500,153932500,18000000,13.24,
1.13.1.10.01.00.22,Program Penanggulangan Kemiskinan,135932500,153932500,18000000,13.24,
1.13.1.10.01.00.22.023,"Pelayanan Kartu Tanda Penduduk, Kartu Keluarga, dan Akta Kelahiran bagi warga miskin",135932500,153932500,18000000,13.24,
1.2,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan",34509250,34509250,0,0.00,
1.20.1.10.01.00.20,Program peningkatan sistem pengawasan internal dan pengendalian pelaksanaan kebijakan KDH,17796500,17796500,0,0.00,
1.20.1.10.01.00.20.016,Implementasi SPIP,17796500,17796500,0,0.00,
1.20.1.10.01.00.33,Program peningkatan kualitas pelayanan publik,16712750,16712750,0,0.00,
1.20.1.10.01.00.33.004,Penyusunan Indeks Kepuasan Masyarakat,16712750,16712750,0,0.00,
1.24,Kearsipan,101201500,101201500,0,0.00,
1.24.1.10.01.00.16,Program penyelamatan dan pelestarian dokumen/arsip daerah,101201500,101201500,0,0.00,
1.24.1.10.01.00.16.006,Pengelolaan dokumen SKPD,101201500,101201500,0,0.00,
,Jumlah Belanja,5718640738,5781226538,62585800,1.09,
,Suprlus/(Defisit),-5504265738,-5551851538,,,
