"Judul","Penjabaran Anggaran Pendapatan dan Belanja Daerah",,
"Daerah","Propinsi",,
"Tahun",2016,,
"Kode Organisasi","1.01.01.",,
"Nama Organisasi","Dinas Pendidikan, Pemuda Dan Olah Raga",,
"Kolom",4,,
"No. Rekening","Uraian","Jumlah","Keterangan"
"1.01.1.01.01.00.00.4.","Pendapatan",2227750000,
"1.01.1.01.01.00.00.4.1.","Pendapatan Asli Daerah",2227750000,
"1.01.1.01.01.00.00.4.1.2.","Hasil Retribusi Daerah",432900000,
"1.01.1.01.01.00.00.4.1.4.","Lain-Lain Pendapatan Asli Daerah Yang Sah",1794850000,
,"JUMLAH PENDAPATAN",2227750000,
"1.01.1.01.01.00.00.5.","Belanja",351510180394,
"1.01.1.01.01.00.00.5.1.","Belanja Tidak Langsung",120510180394,
"1.01.1.01.01.00.00.5.1.1.","Belanja Pegawai",120510180394,
"1.01.1.01.01.00.00.5.1.1.01.","Gaji Dan Tunjangan",120510180394,
"1.01.1.01.01.00.00.5.2.","Belanja Langsung",230736802900,
"1.01.1.01.01.01.","PROGRAM PELAYANAN ADMINISTRASI PERKANTORAN",7819480000,
"1.01.1.01.01.02.","PROGRAM PENINGKATAN SARANA DAN PRASARANA APARATUR",6962826000,
"1.01.1.01.01.05.","PROGRAM PENINGKATAN KAPASITAS SUMBERDAYA APARATUR",623640000,
"1.01.1.01.01.06.","PROGRAM PENINGKATAN PENGEMBANGAN SISTEM PELAPORAN CAPAIAN KINERJA DAN KEUANGAN",632000000,
"1.01.1.01.01.15.","PROGRAM PENDIDIKAN ANAK USIA DINI",4515000000,
"1.01.1.01.01.15.092.","Pengembangan Model PAUD",1115000000,
"1.01.1.01.01.15.093.","Pembinaan Mutu Pendidikan Anak Usia Dini",2350000000,
"1.01.1.01.01.15.094.","Gebyar PAUD",1050000000,
"1.01.1.01.01.16.","PROGRAM WAJIB  PENDIDIKAN SEMBILAN TAHUN",20101918000,
"1.01.1.01.01.16.063.","Penyediaan Bantuan Operasional Sekolah ( BOS / BOSDA ) Pendidikan dasar",584660000,
"1.01.1.01.01.16.092.","Pengembangan dan Peningkatan Mutu SMPN 1 Galur Kulonprogo",750000000,
"1.01.1.01.01.16.093.","Pengembangan dan Peningkatan Mutu SMPN 1 Wates Kulonprogo",605810000,
"1.01.1.01.01.16.094.","Pengembangan dan Peningkatan Mutu SMPN 1 Karangmojo Gunungkidul",802548000,
"1.01.1.01.01.16.095.","Pengembangan dan Peningkatan Mutu SMPN 1 Wonosari Gunungkidul",693200000,
"1.01.1.01.01.16.135.","Penyelenggaraan dan Pembinaan Lomba SD",3230000000,
"1.01.1.01.01.16.136.","Penyelenggaraan, Pembinaan dan Pengiriman Lomba SMP",2698000000,
"1.01.1.01.01.16.137.","Pembinaan dan Pengembangan Mutu SD",1058500000,
"1.01.1.01.01.16.138.","Pembinaan dan Pengembangan Mutu SMP",1329200000,
"1.01.1.01.01.16.141.","Perluasan Aksesibilitas Pendidikan Dasar",8350000000,
"1.01.1.01.01.17.","PROGRAM PENDIDIKAN MENENGAH",38406378000,
"1.01.1.01.01.17.086.","Pengembangan dan Peningkatan Mutu SMAN 2 Wates Kulonprogo",1000000000,
"1.01.1.01.01.17.087.","Pengembangan dan Peningkatan Mutu SMAN 1 Wonosari Gunungkidul",900000000,
"1.01.1.01.01.17.088.","Pengembangan dan Peningkatan Mutu SMKN 2 Pengasih Kulonprogo",1100000000,
"1.01.1.01.01.17.089.","Pengembangan dan Peningkatan Mutu SMKN 2 Wonosari Gunungkidul",1300000000,
"1.01.1.01.01.17.118.","Penyediaan BOS/BOSDA SM",118025000,
"1.01.1.01.01.17.130.","Penyelenggaraan, Pembinaan dan Pengiriman Lomba SMA",4465000000,
"1.01.1.01.01.17.131.","Penyelenggaraan, Pembinaan dan Pengiriman Lomba SMK",4142700000,
"1.01.1.01.01.17.132.","Pembinaan dan Pengembangan Mutu SMA",2560950000,
"1.01.1.01.01.17.133.","Pembinaan dan Pengembangan Mutu SMK",838000000,
"1.01.1.01.01.17.135.","Penyediaan Beasiswa Pendidikan Menengah",21231703000,
"1.01.1.01.01.17.136.","Pemberdayaan Pengawas Jenjang Dikmen",250000000,
"1.01.1.01.01.17.137.","Pembinaan dan Pendidikan Karakter bagi Siswa",500000000,
"1.01.1.01.01.18.","PROGRAM PENDIDIKAN NON FORMAL DAN INFORMAL",5325747000,
"1.01.1.01.01.18.024.","Pengembangan Pengarusutamaan Gender Bidang Pendidikan",200000000,
"1.01.1.01.01.18.031.","Jambore PTK - PNF",660000000,
"1.01.1.01.01.18.047.","Pengembangan Pusat Kegiatan Belajar Masyarakat (PKBM)",117000000,
"1.01.1.01.01.18.063.","Pengembangan Pendidikan Kesetaraan dan Keaksaraan",1797224000,
"1.01.1.01.01.18.064.","Pengembangan Model PNFI",1100000000,
"1.01.1.01.01.18.066.","Penyelenggaraan, Pembinaan dan Pengiriman Lomba PNFI",855000000,
"1.01.1.01.01.18.067.","Pengembangan Lembaga Kursus dan Pelatihan",596533000,
"1.01.1.01.01.19.","PROGAM PENDIDIKAN KHUSUS DAN PENDIDIKAN LAYANAN KHUSUS",12376492000,
"1.01.1.01.01.19.061.","Pembinaan dan Pengembangan Mutu Siswa Sekolah Luar Biasa",1280765000,
"1.01.1.01.01.19.086.","Pengembangan dan Peningkatan Mutu SLBN 1 Yogyakarta",645900000,
"1.01.1.01.01.19.087.","Pengembangan dan Peningkatan Mutu SLBN 2 Yogyakarta",528156000,
"1.01.1.01.01.19.088.","Pengembangan dan Peningkatan Mutu SLBN Pembina",1043000000,
"1.01.1.01.01.19.089.","Pengembangan dan Peningkatan Mutu SLBN 1 Bantul",1326600000,
"1.01.1.01.01.19.090.","Pengembangan dan Peningkatan Mutu SLBN 2 Bantul",1371900000,
"1.01.1.01.01.19.091.","Pengembangan dan Peningkatan Mutu SLBN 1 Sleman",250000000,
"1.01.1.01.01.19.092.","Pengembangan dan Peningkatan Mutu SLBN 1 Gunungkidul",367466000,
"1.01.1.01.01.19.093.","Pengembangan dan Peningkatan Mutu SLBN 1 Kulonprogo",278875000,
"1.01.1.01.01.19.095.","Pengembangan dan Peningkatan Mutu SLBN 2 Gunungkidul",200000000,
"1.01.1.01.01.19.099.","Pembinaan dan Pengembangan Mutu PK-PLK",2000000000,
"1.01.1.01.01.19.101.","Penyelenggaraan, Pembinaan dan Pengiriman Lomba PK-PLK",1404695000,
"1.01.1.01.01.19.102.","Penyediaan Beasiswa PK-PLK",465000000,
"1.01.1.01.01.19.103.","Pengembangan Pusat Layanan Pendidikan Khusus",1214135000,
"1.01.1.01.01.22.","PROGRAM MANAJEMEN PALAYANAN PENDIDIKAN",20284329900,
"1.01.1.01.01.22.007.","Penerapan Sistem Dan Informasi Manajemen Pendidikan",760000000,
"1.01.1.01.01.22.027.","Penyelenggaraan Akreditasi Sekolah / Madrasah",2543700000,
"1.01.1.01.01.22.028.","Penyelenggaraan Ujian",1995000000,
"1.01.1.01.01.22.034.","Penjamin Mutu Sekolah",165387000,
"1.01.1.01.01.22.056.","Peningkatan Kesejahteraan Pendidik dan Tenaga Kependidikan",7973950400,
"1.01.1.01.01.22.073.","Pengelolaan Data dan Informasi bidang Pendidikan, Pemuda dan Olahraga",738000000,
"1.01.1.01.01.22.074.","Apresiasi Prestasi dan Kreatifitas Peserta Didik, Pendidik dan Tenaga Kependidikan",2998000000,
"1.01.1.01.01.22.075.","Penguatan Kelembagaan di Bidang Pendidikan, Pemuda dan Olahraga",6500000,
"1.01.1.01.01.22.076.","Pembinaan Karir Pendidik dan Tenaga Kependidikan",1647000000,
"1.01.1.01.01.22.077.","Penyelenggaraan Gebyar Pendidikan Anak Usia Dini, Pendidikan Nonformal dan Pendidikan Informal",200000000,
"1.01.1.01.01.22.078.","Profesor Goes to School",156792500,
"1.01.1.01.01.22.079.","Penyelenggaraan Siaran dan Publikasi Pendidikan di Media Cetak dan Elektronik",600000000,
"1.01.1.01.01.22.080.","Pembinaan dan Penyelenggaraan Duta Seni Pelajar",500000000,
"1.01.1.01.01.23.","PROGRAM PENDIDIKAN TINGGI",15760302000,
"1.01.1.01.01.23.001.","Promosi Pendidikan DIY",1500000000,
"1.01.1.01.01.23.005.","Pemberian Bantuan Biaya Pendidikan Mahasiswa/Bea Mahasiswa",2945000000,
"1.01.1.01.01.23.018.","Pembinaan Kemahasiswaan",1011500000,
"1.01.1.01.01.23.019.","Penyelenggaraan Akedemi Komunitas Seni dan Budaya Yogyakarta (AKSENIBUDYO)",10303802000,
"1.01.1.01.01.24.","PROGRAM AKSELERASI PENGEMBANGAN PENDIDIKAN TERKEMUKA",4835800000,
"1.01.1.01.01.24.041.","Apresiasi Karya Inovasi Pengembangan Media Pembelajaran (Penyelnggaraan Kemah Ilmiah TIK)",1480000000,
"1.01.1.01.01.24.054.","Pembinaan Kompetensi TIK bagi PTK",350000000,
"1.01.1.01.01.24.056.","Bimtek Produksi dan Pemanfaatan Media Pemberlajaran",256000000,
"1.01.1.01.01.24.057.","Pelayanan dan Publikasi Media Pembelajaran Berbasis TIK",900000000,
"1.01.1.01.01.24.058.","Produksi Media Pembelajaran Berbasis TIK",1049800000,
"1.01.1.01.01.24.059.","Pengelolaam Sarana dan Prasarana IDC dan BTS",800000000,
"1.01.1.01.01.26.","PROGRAM PENINGKATAN PELAYANAN PENDIDIKAN PADA B L U D",10000000000,
"1.01.1.01.01.26.001.","Pelayanan PENDIDIKAN Pada B L U D",10000000000,
"1.01.1.01.01.28.","PROGRAM PENGEMBANGAN UNGGULAN MUTU PENDIDIKAN",1472000000,
"1.01.1.01.01.28.001.","Penyusunan dan Pengembangan Model Unggulan Mutu Pendidikan",550000000,
"1.01.1.01.01.28.008.","Layanan Mobile ""Learning Service""",650000000,
"1.01.1.01.01.28.012.","Pengembangan Sekolah Sejahtera",250000000,
"1.01.1.01.01.28.013.","Pengembangan Model Unggulan Mutu PNFI",22000000,
"1.01.1.01.01.29.","PROGRAM SINERGITAS PENDIDIKAN TERHADAP PEMBANGUNAN",4129000000,
"1.01.1.01.01.29.002.","Peningkatan Kualitas LPM Bidang Kewirausahaan Dan SIBERTIMAS",200000000,
"1.01.1.01.01.29.004.","Lomba Kompetensi Siswa SMK Tingkat Nasional",2999000000,
"1.01.1.01.01.29.005.","Penyelenggaraan LTM dan OSAINTEK",700000000,
"1.01.1.01.01.29.007.","Pemberdayaan Akses Lulusan SMK terhadap Dunia Kerja ",230000000,
"1.18.1.01.01.16.","PROGRAM PENINGKATAN PERAN SERTA KEPEMUDAAN",2992650000,
"1.18.1.01.01.16.001.","Pembinaan Organisasi Kepemudaan",998050000,
"1.18.1.01.01.16.017.","Pembinaan Peran Serta Pemuda Dalam Pembangunan",1994600000,
"1.18.1.01.01.17.","PROGRAM PENINGKATAN UPAYA PENUMBUHAN KEWIRAUSAHAAN DAN KECAKAPAN HIDUP PEMUDA",2947660000,
"1.18.1.01.01.17.002.","Pelatihan Ketrampilan Bagi Pemuda",2597660000,
"1.18.1.01.01.17.003.","Pembinaan Inovasi Bisnis Bagi Pemuda",350000000,
"1.18.1.01.01.20.","PROGRAM PEMBINAAN DAN PEMASYARAKATAN OLAHRAGA",234800000,
"1.18.1.01.01.20.007.","Pemassalan Olahraga Bagi Pelajar, Mahasiswa Dan Masyarakat",234800000,
"1.18.1.01.01.21.","PROGRAM PENINGKATAN SARANA DAN PRASARANA OLAHRAGA",51933340000,
"1.18.1.01.01.21.007.","Pemeliharaan Rutin/ Berkala Sarana Dan Prasarana Olahraga",450000000,
"1.18.1.01.01.21.016.","Pembangunan Stadion Mandala Krida",41883340000,
"1.18.1.01.01.21.017.","Pembangunan Bumi Perkemahan Babarsari",5000000000,
"1.18.1.01.01.21.018.","Pembangunan Youth Center",4000000000,
"1.18.1.01.01.21.019.","Pemeliharaan Sedang/Berat Sarana dan Prasarana Pemuda",600000000,
"1.18.1.01.01.22.","PROGRAM PEMBERDAYAAN DAN PENGEMBANGAN PEMUDA",2242600000,
"1.18.1.01.01.22.003.","Pembentukan Paskibraka",1248000000,
"1.18.1.01.01.22.019.","Pembinaan Kepribadian Generasi Muda",994600000,
"1.18.1.01.01.23.","PROGRAM PENINGKATAN PRESTASI OLAH RAGA",17140830000,
"1.18.1.01.01.23.001.","Pembibitan dan Pembinaan Olahragawan Berbakat",3355925000,
"1.18.1.01.01.23.016.","Pembinaan dan Pengiriman Kompetisi Olahraga Nasional",10729425000,
"1.18.1.01.01.23.017.","Penyelenggaraan Kompetisi Olahraga Daerah",3055480000,
,"JUMLAH BELANJA",351510180394,
