Judul,Penjabaran APBD,,,;;;;
Daerah,Kabupaten Kulon Progo,,,;;;;
Tahun,2015,,,;;;;
Kode Organisasi,1.08.01,,,;;;;
Nama Organisasi,Kantor Lingkungan Hidup,,,;;;;
Kolom,4,,,;;;;
,,,,;;;;
No. Rekening,Uraian,Jumlah,Keterangan,;;;;
1.08 . 1.08.01 . 00 . 00 . 4 ,PENDAPATAN ,244870384,,;;;;
1.08 . 1.08.01 . 00 . 00 . 4 . 1 ,PENDAPATAN ASLI DAERAH ,244870384,,;;;;
1.08 . 1.08.01 . 00 . 00 . 4 . 1 . 2 ,Hasil Retribusi Daerah ,244870384,,;;;;
1.08 . 1.08.01 . 00 . 00 . 4 . 1 . 2 . 03 ,Retribusi Perizinan Tertentu ,244870384,,;;;;
"1.08 . 1.08.01 . 00 . 00 . 4 . 1 . 2 . 03 . 03 ,Retribusi Izin Gangguan tempat Usaha/Kegiatan kepada Orang Pribadi ,61217596,""Peraturan Daerah Kabupatan Kulon Progo Nomor 8 Tahun 2012 tentang Retribusi Izin Gangguan, Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 8""";;;;
"1.08 . 1.08.01 . 00 . 00 . 4 . 1 . 2 . 03 . 04 ,Retribusi Izin Gangguan tempat Usaha/Kegiatan kepada Badan ,183652788,""Peraturan Daerah Kabupatan Kulon Progo Nomor 8 Tahun 2012 tentang Retribusi Izin Gangguan, Lembaran Daerah Kabupaten Kulon Progo Tahun 2012 Nomor 8""";;;;
1.08 . 1.08.01 . 00 . 00 . 5 ,BELANJA ,3051982995.2,,;;;;
1.08 . 1.08.01 . 00 . 00 . 5 . 1 ,BELANJA TIDAK LANGSUNG ,909952595.2,,;;;;
1.08 . 1.08.01 . 00 . 00 ,Non Kegiatan ,909952595.2,Sumber Dana : ,;;;;
1.08 . 1.08.01 . 00 . 00 . 5 . 1 . 1 ,Belanja Pegawai ,909952595.2,,;;;;
1.08 . 1.08.01 . 00 . 00 . 5 . 1 . 1 . 01 ,Belanja Gaji dan Tunjangan ,897709076,,;;;;
1.08 . 1.08.01 . 00 . 00 . 5 . 1 . 1 . 01 . 01 ,Gaji Pokok PNS/Uang Representasi ,686712003,,;;;;
1.08 . 1.08.01 . 00 . 00 . 5 . 1 . 1 . 01 . 02 ,Tunjangan Keluarga ,77755562,,;;;;
1.08 . 1.08.01 . 00 . 00 . 5 . 1 . 1 . 01 . 03 ,Tunjangan Jabatan ,44460000,,;;;;
1.08 . 1.08.01 . 00 . 00 . 5 . 1 . 1 . 01 . 05 ,Tunjangan Fungsional Umum ,26653900,,;;;;
1.08 . 1.08.01 . 00 . 00 . 5 . 1 . 1 . 01 . 06 ,Tunjangan Beras ,43973914,,;;;;
1.08 . 1.08.01 . 00 . 00 . 5 . 1 . 1 . 01 . 07 ,Tunjangan PPh/Tunjangan Khusus ,18142170,,;;;;
1.08 . 1.08.01 . 00 . 00 . 5 . 1 . 1 . 01 . 08 ,Pembulatan Gaji ,11527,,;;;;
1.08 . 1.08.01 . 00 . 00 . 5 . 1 . 1 . 06 ,Insentif Pemungutan Retribusi Daerah ,12243519.2,,;;;;
1.08 . 1.08.01 . 00 . 00 . 5 . 1 . 1 . 06 . 29 ,Insentif Pemungutan Retribusi Daerah - Izin Gangguan ,12243519.2,,;;;;
1.08 . 1.08.01 . 01 . 40 . 5 . 2 ,BELANJA LANGSUNG ,2142030400,,;;;;
1.08 . 1.08.01 . 01 ,Program Pelayanan Administrasi Perkantoran ,55129000,,;;;;
1.08 . 1.08.01 . 01 . 40 ,Penyediaan Jasa dan Peralatan Perkantoran ,11029000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,;;;;
1.08 . 1.08.01 . 01 . 40 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,11029000,,;;;;
1.08 . 1.08.01 . 01 . 40 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,4651050,,;;;;
1.08 . 1.08.01 . 01 . 40 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,4651050,,;;;;
1.08 . 1.08.01 . 01 . 40 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,840000,,;;;;
1.08 . 1.08.01 . 01 . 40 . 5 . 2 . 2 . 03 . 05 ,Belanja Surat Kabar/Majalah ,840000,,;;;;
1.08 . 1.08.01 . 01 . 40 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,5537950,,;;;;
1.08 . 1.08.01 . 01 . 40 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,1600100,,;;;;
1.08 . 1.08.01 . 01 . 40 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,3937850,,;;;;
1.08 . 1.08.01 . 01 . 41 ,Penyediaan Jasa  keuangan ,17700000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,;;;;
1.08 . 1.08.01 . 01 . 41 . 5 . 2 . 1 ,Belanja Pegawai ,17700000,,;;;;
1.08 . 1.08.01 . 01 . 41 . 5 . 2 . 1 . 01 ,Honorarium PNS ,17700000,,;;;;
1.08 . 1.08.01 . 01 . 41 . 5 . 2 . 1 . 01 . 04 ,Honorarium Bendahara/Pengurus Barang ,17700000,,;;;;
"1.08 . 1.08.01 . 01 . 42 ,""Penyediaan Rapat-Rapat  Konsultasi dan Koordinasi "",26400000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,";;;;
1.08 . 1.08.01 . 01 . 42 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,26400000,,;;;;
1.08 . 1.08.01 . 01 . 42 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,5400000,,;;;;
1.08 . 1.08.01 . 01 . 42 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,5400000,,;;;;
1.08 . 1.08.01 . 01 . 42 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,21000000,,;;;;
1.08 . 1.08.01 . 01 . 42 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,1000000,,;;;;
1.08 . 1.08.01 . 01 . 42 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,20000000,,;;;;
1.08 . 1.08.01 . 11 ,Program Peningkatan Sarana dan Prasarana Perkantoran ,115294000,,;;;;
1.08 . 1.08.01 . 11 . 01 ,Pengadaan Sarana dan Prasarana Perkantoran ,35310000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,;;;;
1.08 . 1.08.01 . 11 . 01 . 5 . 2 . 3 ,Belanja Modal ,35310000,,;;;;
1.08 . 1.08.01 . 11 . 01 . 5 . 2 . 3 . 17 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Angkutan Darat Bermotor,18425000,,;;;;
"1.08 . 1.08.01 . 11 . 01 . 5 . 2 . 3 . 17 . 05 ,Belanja Modal Peralatan dan Mesin - Pengadaan Kendaraan Bermotor Beroda Dua,18425000,Sepeda MotorMotor""1 unit x 18.000.00000 = 18.000.00000""Pejabat Pengadaan""1 org/bln x 250.00000 = 250.00000""Pejabat Penerima/Pemeriksa""1 org/bln x 175.00000 = 175.00000"",";;;;
1.08 . 1.08.01 . 11 . 01 . 5 . 2 . 3 . 27 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor ,3150000,,;;;;
"1.08 . 1.08.01 . 11 . 01 . 5 . 2 . 3 . 27 . 04 ,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Penyimpanan Perlengkapan Kantor,3150000,Lemari kayu arsipLemari arsip kayu""1 unit x 3.150.00000 = 3.150.00000"",";;;;
1.08 . 1.08.01 . 11 . 01 . 5 . 2 . 3 . 29 ,Belanja Modal Peralatan dan Mesin - Pengadaan  Komputer ,13735000,,;;;;
"1.08 . 1.08.01 . 11 . 01 . 5 . 2 . 3 . 29 . 02 ,Belanja Modal Peralatan dan Mesin - Pengadaan Personal Komputer ,12550000,P.C Unit/ Komputer PCKomputer""1 unit x 5.325.00000 = 5.325.00000""Laptop untuk e-plan dan e-monev""1 unit x 7.225.00000 = 7.225.00000"",";;;;
"1.08 . 1.08.01 . 11 . 01 . 5 . 2 . 3 . 29 . 05 ,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Personal Komputer,1185000,PrinterPrinter Tinta""1 unit x 1.185.00000 = 1.185.00000"",";;;;
1.08 . 1.08.01 . 11 . 02 ,Pemeliharaan Sarana dan Prasarana Perkantoran ,79984000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,;;;;
1.08 . 1.08.01 . 11 . 02 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,79984000,,;;;;
1.08 . 1.08.01 . 11 . 02 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,8100000,,;;;;
1.08 . 1.08.01 . 11 . 02 . 5 . 2 . 2 . 03 . 01 ,Belanja Telepon ,3600000,,;;;;
1.08 . 1.08.01 . 11 . 02 . 5 . 2 . 2 . 03 . 02 ,Belanja Air ,1500000,,;;;;
1.08 . 1.08.01 . 11 . 02 . 5 . 2 . 2 . 03 . 03 ,Belanja Listrik ,3000000,,;;;;
1.08 . 1.08.01 . 11 . 02 . 5 . 2 . 2 . 05 ,Belanja Perawatan Kendaraan Bermotor ,71884000,,;;;;
1.08 . 1.08.01 . 11 . 02 . 5 . 2 . 2 . 05 . 01 ,Belanja Jasa Service ,2165000,,;;;;
1.08 . 1.08.01 . 11 . 02 . 5 . 2 . 2 . 05 . 02 ,Belanja Penggantian Suku Cadang ,3700000,,;;;;
1.08 . 1.08.01 . 11 . 02 . 5 . 2 . 2 . 05 . 03 ,Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,63005000,,;;;;
1.08 . 1.08.01 . 11 . 02 . 5 . 2 . 2 . 05 . 05 ,Belanja Pajak Kendaraan Bermotor ,3014000,,;;;;
"1.08 . 1.08.01 . 12 ,""Program Perencanaan Pengendalian dan Evaluasi Kinerja "",3882000,,";;;;
1.08 . 1.08.01 . 12 . 01 ,Penyusunan Perencanaan Kinerja SKPD ,852000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,;;;;
1.08 . 1.08.01 . 12 . 01 . 5 . 2 . 1 ,Belanja Pegawai ,309000,,;;;;
1.08 . 1.08.01 . 12 . 01 . 5 . 2 . 1 . 03 ,Uang Lembur ,309000,,;;;;
1.08 . 1.08.01 . 12 . 01 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,309000,,;;;;
1.08 . 1.08.01 . 12 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,543000,,;;;;
1.08 . 1.08.01 . 12 . 01 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,45000,,;;;;
1.08 . 1.08.01 . 12 . 01 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,45000,,;;;;
1.08 . 1.08.01 . 12 . 01 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,50000,,;;;;
1.08 . 1.08.01 . 12 . 01 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,50000,,;;;;
1.08 . 1.08.01 . 12 . 01 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,448000,,;;;;
1.08 . 1.08.01 . 12 . 01 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,378000,,;;;;
1.08 . 1.08.01 . 12 . 01 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,70000,,;;;;
1.08 . 1.08.01 . 12 . 02 ,Penyusunan Laporan Keuangan ,950000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,;;;;
1.08 . 1.08.01 . 12 . 02 . 5 . 2 . 1 ,Belanja Pegawai ,174000,,;;;;
1.08 . 1.08.01 . 12 . 02 . 5 . 2 . 1 . 03 ,Uang Lembur ,174000,,;;;;
1.08 . 1.08.01 . 12 . 02 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,174000,,;;;;
1.08 . 1.08.01 . 12 . 02 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,776000,,;;;;
1.08 . 1.08.01 . 12 . 02 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,53000,,;;;;
1.08 . 1.08.01 . 12 . 02 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,53000,,;;;;
1.08 . 1.08.01 . 12 . 02 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,67000,,;;;;
1.08 . 1.08.01 . 12 . 02 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,67000,,;;;;
1.08 . 1.08.01 . 12 . 02 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,656000,,;;;;
1.08 . 1.08.01 . 12 . 02 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,432000,,;;;;
1.08 . 1.08.01 . 12 . 02 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,224000,,;;;;
"1.08 . 1.08.01 . 12 . 03 ,""Pengendalian Evaluasi dan Pelaporan Kinerja "",2080000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,";;;;
1.08 . 1.08.01 . 12 . 03 . 5 . 2 . 1 ,Belanja Pegawai ,906000,,;;;;
1.08 . 1.08.01 . 12 . 03 . 5 . 2 . 1 . 03 ,Uang Lembur ,906000,,;;;;
1.08 . 1.08.01 . 12 . 03 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,906000,,;;;;
1.08 . 1.08.01 . 12 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,1174000,,;;;;
1.08 . 1.08.01 . 12 . 03 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,271000,,;;;;
1.08 . 1.08.01 . 12 . 03 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,271000,,;;;;
1.08 . 1.08.01 . 12 . 03 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,223000,,;;;;
1.08 . 1.08.01 . 12 . 03 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,223000,,;;;;
1.08 . 1.08.01 . 12 . 03 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,680000,,;;;;
1.08 . 1.08.01 . 12 . 03 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,540000,,;;;;
1.08 . 1.08.01 . 12 . 03 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,140000,,;;;;
1.08 . 1.08.01 . 13 ,Program Peningkatan Kapasitas Sumber Daya Manusia SKPD ,7849000,,;;;;
1.08 . 1.08.01 . 13 . 03 ,Pendidikan dan Pelatihan Non Formal ,5000000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,;;;;
1.08 . 1.08.01 . 13 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,5000000,,;;;;
"1.08 . 1.08.01 . 13 . 03 . 5 . 2 . 2 . 17 ,""Belanja kursus pelatihan sosialisasi dan bimbingan teknis PNS "",5000000,,";;;;
1.08 . 1.08.01 . 13 . 03 . 5 . 2 . 2 . 17 . 01 ,Belanja Kursus-Kursus Singkat/Pelatihan ,5000000,,;;;;
1.08 . 1.08.01 . 13 . 05 ,Pengadaan Pakaian Dinas Harian (PDH) ,2849000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,;;;;
1.08 . 1.08.01 . 13 . 05 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,2849000,,;;;;
1.08 . 1.08.01 . 13 . 05 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,49000,,;;;;
1.08 . 1.08.01 . 13 . 05 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,49000,,;;;;
1.08 . 1.08.01 . 13 . 05 . 5 . 2 . 2 . 12 ,Belanja Pakaian Dinas dan Atributnya ,2800000,,;;;;
1.08 . 1.08.01 . 13 . 05 . 5 . 2 . 2 . 12 . 04 ,Belanja Pakaian Dinas Harian (PDH) ,2800000,,;;;;
1.08 . 1.08.01 . 16 ,Program Pengendalian Pencemaran dan Perusakan Lingkungan Hidup ,887082000,,;;;;
1.08 . 1.08.01 . 16 . 03 ,Pemantauan Kualitas Lingkungan ,155680000,Sumber Dana : Lokasi Kegiatan : Lingkup Kabupaten Kulon Progo,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 1 ,Belanja Pegawai ,13424000,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 1 . 01 ,Honorarium PNS ,11480000,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,11480000,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 1 . 03 ,Uang Lembur ,1944000,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,1944000,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,86576000,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,907300,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,907300,,;;;;
1.08 . 1.08.01 . 16 . 03 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,58800000,,;;;;
