"Judul","Anggaran Pendapatan Belanja Desa (APBDesa) merujuk Peraturan Desa (Perdes) APBDesa Perubahan Desa Girisuko Nomor 4 Tahun 2015",,
"Daerah","Desa Girisuko",,
"Tahun",2015,,
"Kode Organisasi",1000,,
"Nama Organisasi","Pemerintah Desa Girisuko",,
"Kolom",4,,
,,,
"Kode Rekening","Uraian","Jumlah","Keterangan"
1,"PENDAPATAN DESA","1,245,516,703",
"1.1","Pendapatan Asli Desa (PADesa)","15,210,000",
"1.1.2","Hasil Pengelolaan Kekayaan Desa (Tanah)","3,210,000",
"1.1.5","Lain-Lain PAD yang Sah","12,000,000",
"1.1.5.01","Hasil Penjualan Kekayaan Desa yang Tidak Dipisahkan","12,000,000",
"1.1.5.01.01","Hasil Pungutan Desa","12,000,000",
"1.2","Bagi Hasil Pajak","20,963,000","39,160,800"
"1.2.2","Bagi Hasil Pajak Kabupaten","20,963,000",
"1.3","Bagi Hasil Retribusi","18,197,800",
"1.3.1","Bagi Hasil Retribusi yang Diterima Pemerintah Desa","18,197,800",
"1.4","Bagian Dana Perimbangan Keuangan Pusat dan Daerah","736,276,100",
"1.4.1","Bagian Dana Perimbangan Keuangan","736,276,100",
"1.4.1.01","Bagian Dana Perimbangan Keuangan yang Diterima Desa","736,276,100",
"1.4.1.01.01","Alokasi Dana Desa (ADD)","681,993,300",
"1.4.1.01.02","Alokasi Dana Desa (ADD) Propinsi","54,282,800",
"1.5","Bantuan Keuangan Pemerintah, Propinsi, Kabupaten, dan Desa Lainnya","5,000,000",
"1.5.1","Bantuan Keuangan yang Diterima Desa","5,000,000",
"1.6","Hibah","449,869,803",
"1.6.1","Hibah yang Diterima oleh Pemerintah Desa","359,869,803",
"1.6.3","Hibah dari Pemerintah Kabupaten","90,000,000",
2,"Belanja Desa",,
"2.1","Belanja Langsung","970,238,900",
"2.1.1","Belanja Pegawai","262,565,000",
"2.1.2","Belanja Barang dan Jasa","575,137,500",
"2.1.3","Belanja Modal","132,536,400",
"2.2","Belanja Tidak Langsung","275,277,803",
"2.2.1","Belanja Pegawai","275,277,803",
"2.2.1.01","Belanja Pegawai","275,277,803",
"2.2.1.03","Belanja Bantuan Sosial",,
"2.2.1.04","Belanja Tidak Terduga","3,717,803",
"01.","Program Pelayanan Administrasi Perkantoran","40,199,300",
"01.02","Biaya Jasa Komunikasi Sumber Daya Air dan Listrik","3,160,000","Alokasi Dana Desa/ADD"
"01.06","Pemeliharaan dan Perijinan Kendaraan Dinas/Operasional","1,800,000","Alokasi Dana Desa/ADD"
"01.08","Penyediaan Jasa Kebersihan Kantor","6,000,000","Alokasi Dana Desa/ADD"
