Judul,Realisasi Anggaran Pendapatan Belanja Daerah,,,,,
Daerah,Kabupaten Sleman,,,,,
Tahun,2014,,,,,
Kode Organisasi,1.19.04.00,,,,,
Nama Organisasi,Badan Penanggulangan Bencana Daerah,,,,,
Kolom,7,,,,,
No. Rekening,Uraian,Sebelum,Sesudah,Angka,Prosentase,Keterangan
1.19.1.19.04.00.00.001.4,Jumlah Pendapatan,0,0,0,0.00,
1.19.1.19.04.00.00.002.5,BELANJA DAERAH,13775595100,11041282428,-2734312672,(19.85),
1,URUSAN WAJIB,3678813000,3678813000,0,0.00,
1.19,Kesatuan Bangsa dan Politik Dalam Negeri,3678813000,3678813000,0,0.00,
1.19.1.19.04.00.00.002.5.1,Belanja Tidak Langsung,3678813000,3678813000,0,0.00,Peraturan Pemerintah Nomor 30 Tahun 2015 Tentang Perubahan Ketujuh Belas atas Peraturan Pemerintah Nomor 7 Tahun 1977 Tentang Peraturan Gaji PNS.
1.19.1.19.04.00.00.002.5.1.1,Belanja Pegawai,3678813000,3678813000,0,0.00,
1.19.1.19.04.00.00.002.5.2,Belanja Langsung,10096782100,7362469428,-2734312672,(27.08),
1,URUSAN WAJIB,10096782100,7362469428,-2734312672,(27.08),
1.19,Kesatuan Bangsa dan Politik Dalam Negeri,7722122875,5345824503,-2376298372,(30.77),
1.19.1.19.04.00.01,Program Pelayanan Administrasi Perkantoran,805774775,778526998,-27247777,(3.38),
1.19.1.19.04.00.02,Program peningkatan sarana dan prasarana aparatur,865836100,895833080,29996980,3.46,
1.19.1.19.04.00.05,Program peningkatan kapasitas sumber daya aparatur,50178000,50178000,0,0.00,
1.19.1.19.04.00.06,Program peningkatan pengembangan sistem pelaporan capaian kinerja dan keuangan,205890150,196020600,-9869550,(4.79),
1.19.1.19.04.00.06.005,Penyusunan perencanaan kerja SKPD,105477900,89503900,-15974000,(15.14),
1.19.1.19.04.00.06.007,Penyusunan profil data SKPD,19913750,19913750,0,0.00,
1.19.1.19.04.00.06.012,Penyusunan laporan realisasi keuangan dan kinerja SKPD,80498500,86602950,6104450,7.58,
1.19.1.19.04.00.22,Program pencegahan dini dan penanggulangan korban bencana alam,5794443850,3425265825,-2369178025,(40.89),
1.19.1.19.04.00.22.001,Pemantauan dan penyebarluasan informasi potensi bencana alam,51618850,51618850,0,0.00,
1.19.1.19.04.00.22.004,Pengadaan logistik dan obat-obatan bagi penduduk di tempat penampungan sementara,114966450,114966450,0,0.00,
1.19.1.19.04.00.22.005,Koordinasi Penanggulangan Bencana,401292000,401292000,0,0.00,
1.19.1.19.04.00.22.006,Peningkatan Partisipasi Masyarakat dalam Penanggulangan Bencana,129737150,129737150,0,0.00,
1.19.1.19.04.00.22.007,Pengelolaan Sarpras Mitigasi Bencana,407652000,407652000,0,0.00,
1.19.1.19.04.00.22.008,Pengembangan Sistem Informasi Kebencanaan,90215200,84215200,-6000000,(6.65),
1.19.1.19.04.00.22.009,Antisipasi Penanggulangan Bencana Alam,485460000,485460000,0,0.00,
1.19.1.19.04.00.22.010,Penanganan darurat pasca bencana,211242000,238667925,27425925,12.98,
1.19.1.19.04.00.22.013,Konsolidasi komunitas peduli bencana,117962000,117962000,0,0.00,
1.19.1.19.04.00.22.016,Operasi dan pemeliharaan ropusdalops,990936750,990936750,0,0.00,
1.19.1.19.04.00.22.017,Pengelolaan sarpras kedaruratan,234116500,234116500,0,0.00,
1.19.1.19.04.00.22.019,Rehab Sarpras Bencana,2487098950,96495000,-2390603950,(96.12),
1.19.1.19.04.00.22.020,Pelaksanaan rehab rekon pasca bencana,72146000,72146000,0,0.00,
1.03,Pekerjaan Umum,175484950,154865450,-20619500,(11.75),
1.03.1.19.04.00.25,Program penyediaan dan pengolahan air baku,175484950,154865450,-20619500,(11.75),
1.03.1.19.04.00.25.008,Pembinaan dan Pengelolaan air baku kawasan rawan kekeringan,175484950,154865450,-20619500,(11.75),
1.04,Perumahan,1965455100,1626860300,-338594800,(17.23),
1.04.1.19.04.00.19,Program peningkatan kesiagaan dan pencegahan bahaya kebakaran,1965455100,1626860300,-338594800,(17.23),
1.04.1.19.04.00.19.004,Pengawasan pelaksanaan kebijakan pencegahan kebakaran,56076000,56076000,0,0.00,
1.04.1.19.04.00.19.005,Pendidikan dan pelatihan pertolongan dan pencegahan kebakaran,48107900,48107900,0,0.00,
1.04.1.19.04.00.19.007,Penyuluhan pencegahan bahaya kebakaran,84684000,84684000,0,0.00,
1.04.1.19.04.00.19.008,Pengadaan sarana dan prasarana pencegahan bahaya kebakaran,310500050,310500050,0,0.00,
1.04.1.19.04.00.19.009,Pemeliharaan sarana dan prasarana pencegahan bahaya kebakaran,100000000,175000000,75000000,75.00,
1.04.1.19.04.00.19.011,Pencegahan dan pengendalian bahaya kebakaran,94718000,94718000,0,0.00,
1.04.1.19.04.00.19.012,Peningkatan pelayanan penanggulangan bahaya kebakaran,1271369150,857774350,-413594800,(32.53),
1.20,"Otonomi Daerah, Pemerintahan Umum Administrasi Keuangan
",44462000,45662000,1200000,2.70,
