Judul;PENJABARAN ANGGARAN PENDAPATAN BELANJA DAERAH;;
Daerah;KOTA YOGYAKARTA;;
Tahun;2016;;
Kode Organisasi;1.12.01;;
Nama Organisasi;KANTOR KELUARGA BERENCANA;;
Kolom;4;;
KODE REKENING;URAIAN;ANGGARAN;PENJELASAN
1.12.1.12.01.000.000.4 ;PENDAPATAN DAERAH ;;0
1.12.1.12.01.000.000.5 ;BELANJA DAERAH ;8033457459;8,033,457,45#9Error 
1.12.1.12.01.000.000.5.1 ;BELANJA TIDAK LANGSUNG ;2724004410;
1.12.1.12.01.000.000.5.1.1 ;BELANJA PEGAWAI ;2724004410;
1.12.1.12.01.000.000.5.1.1.01 ;Belanja Gaji Dan Tunjangan ;2724004410;
1.12.1.12.01.000.000.5.1.1.01.01 ;Gaji Pokok PNS/Uang Representasi (DAU) ;2016723278;Gaji Pokok PNS/Uang Representasi (DAU) 2016723278
1.12.1.12.01.000.000.5.1.1.01.02 ;Tunjangan Keluarga (DAU) ;175878780;Tunjangan Keluarga (DAU) 175878780
1.12.1.12.01.000.000.5.1.1.01.03 ;Tunjangan Jabatan Struktural (DAU) ;41328000;Tunjangan Jabatan Struktural (DAU) 41328000
1.12.1.12.01.000.000.5.1.1.01.04 ;Tunjangan Jabatan Fungsional (DAU) ;218478750;Tunjangan Jabatan Fungsional (DAU) 218478750
1.12.1.12.01.000.000.5.1.1.01.05 ;Tunjangan Fungsional Umum (DAU) ;52619500;Tunjangan Fungsional Umum (DAU) 52619500
1.12.1.12.01.000.000.5.1.1.01.06 ;Tunjangan Beras (DAU) ;97496462;Tunjangan Beras (DAU) 97496462
1.12.1.12.01.000.000.5.1.1.01.07 ;Tunjangan  PPh/Tunjangan Khusus (DAU) ;64606694;Tunjangan  PPh/Tunjangan Khusus (DAU) 64606694
1.12.1.12.01.000.000.5.1.1.01.08 ;Pembulatan Gaji (DAU) ;28067;Pembulatan Gaji (DAU) 28067
1.12.1.12.01.000.000.5.1.1.01.09 ;Iuran Asuransi Kesehatan/BPJS Kesehatan (DAU) ;56844879;Iuran Asuransi Kesehatan/BPJS Kesehatan (DAU) 56844879
1.12.1.12.01.000.000.5.2 ;BELANJA LANGSUNG ;5309453049;
1.12.1.12.01.001 ;Program Pelayanan Administrasi Perkantoran ;436735406;
1.12.1.12.01.001.001 ;Penyediaan Jasa Surat Menyurat ;2250000;
1.12.1.12.01.001.001.5.2.2 ;BELANJA BARANG DAN JASA ;2250000;
1.12.1.12.01.001.001.5.2.2.01 ;Belanja Bahan Pakai Habis ;2250000;
1.12.1.12.01.001.001.5.2.2.01.04 ;Belanja Perangko, Materai, dan Benda Pos ;2250000;Belanja Perangko, Materai, dan Benda Pos 2250000
1.12.1.12.01.001.002 ;Penyediaan Jasa Komunikasi, Sumber Daya Air dan Listrik ;8400000;
1.12.1.12.01.001.002.5.2.2 ;BELANJA BARANG DAN JASA ;8400000;
1.12.1.12.01.001.002.5.2.2.03 ;Belanja Jasa Kantor ;8400000;
1.12.1.12.01.001.002.5.2.2.03.01 ;Belanja Telepon ;6000000;Belanja Telepon 6000000
1.12.1.12.01.001.002.5.2.2.03.03 ;Belanja Listrik ;2400000;Belanja Listrik 2400000
1.12.1.12.01.001.003 ;Penyediaan Jasa Peralatan dan Perlengkapan Kantor ;5700000;
1.12.1.12.01.001.003.5.2.2 ;BELANJA BARANG DAN JASA ;5700000;
1.12.1.12.01.001.003.5.2.2.20 ;Belanja Pemeliharaan ;5700000;
1.12.1.12.01.001.003.5.2.2.20.04 ;Belanja Pemeliharaan Peralatan Dan Perlengkapan Kantor/Kerja/Kerumahtanggaan/Komunikasi/Studio;5700000;Belanja Pemeliharaan Peralatan Dan Perlengkapan 5700000Kantor/Kerja/Kerumahtanggaan/Komunikasi/Studio
1.12.1.12.01.001.006 ;Penyediaan Jasa Pemeliharaan dan Perizinan Kendaraan Dinas/Operasinoal ;6725000;
1.12.1.12.01.001.006.5.2.2 ;BELANJA BARANG DAN JASA ;6725000;
1.12.1.12.01.001.006.5.2.2.05 ;Belanja Perawatan Kendaraan Bermotor ;6725000;
1.12.1.12.01.001.006.5.2.2.05.05 ;Belanja STNK ;6725000;Belanja STNK 6725000
1.12.1.12.01.001.007 ;Penyediaan Jasa Administrasi Keuangan ;70204000;
1.12.1.12.01.001.007.5.2.1 ;BELANJA PEGAWAI ;45000000;
1.12.1.12.01.001.007.5.2.1.01 ;Honorarium PNS ;45000000;
1.12.1.12.01.001.007.5.2.1.01.04 ;Honorarium Pengelola Keuangan/Barang ;45000000;Honorarium Pengelola Keuangan/Barang 45000000
1.12.1.12.01.001.007.5.2.2 ;BELANJA BARANG DAN JASA ;25204000;
1.12.1.12.01.001.007.5.2.2.06 ;Belanja Cetak Dan Penggandaan ;22500000;
1.12.1.12.01.001.007.5.2.2.06.02 ;Belanja Penggandaan ;22500000;Belanja Penggandaan 22500000
1.12.1.12.01.001.007.5.2.2.11 ;Belanja Makanan Dan Minuman ;2704000;
1.12.1.12.01.001.007.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;2704000;Belanja Makanan Dan Minuman Rapat 2704000
1.12.1.12.01.001.008 ;Penyediaan Jasa Kebersihan Kantor ;26619926;
1.12.1.12.01.001.008.5.2.2 ;BELANJA BARANG DAN JASA ;26619926;
1.12.1.12.01.001.008.5.2.2.01 ;Belanja Bahan Pakai Habis ;2071250;
1.12.1.12.01.001.008.5.2.2.01.05 ;Belanja Peralatan Kebersihan Dan Bahan Pembersih ;2071250;Belanja Peralatan Kebersihan Dan Bahan Pembersih 2071250
1.12.1.12.01.001.008.5.2.2.03 ;Belanja Jasa Kantor ;960000;
1.12.1.12.01.001.008.5.2.2.03.27 ;Belanja Jasa Penyedia /Tenaga Teknis ;960000;Belanja Jasa Penyedia /Tenaga Teknis 960000
1.12.1.12.01.001.008.5.2.2.20 ;Belanja Pemeliharaan ;23588676;
1.12.1.12.01.001.008.5.2.2.20.04 ;Belanja Pemeliharaan Peralatan Dan Perlengkapan Kantor/Kerja/Kerumahtanggaan/Komunikasi/Studio;180000;Belanja Pemeliharaan Peralatan Dan Perlengkapan 180000Kantor/Kerja/Kerumahtanggaan/Komunikasi/Studio
1.12.1.12.01.001.008.5.2.2.20.09 ;Belanja Pemeliharaan Kebersihan ;23408676;Belanja Pemeliharaan Kebersihan 23408676
1.12.1.12.01.001.009 ;Penyediaan Jasa Perbaikan Peralatan Kerja ;36400000;
1.12.1.12.01.001.009.5.2.2 ;BELANJA BARANG DAN JASA ;36400000;
1.12.1.12.01.001.009.5.2.2.20 ;Belanja Pemeliharaan ;36400000;
1.12.1.12.01.001.009.5.2.2.20.04 ;Belanja Pemeliharaan Peralatan Dan Perlengkapan Kantor/Kerja/Kerumahtanggaan/Komunikasi/Studio;1500000;Belanja Pemeliharaan Peralatan Dan Perlengkapan 1500000Kantor/Kerja/Kerumahtanggaan/Komunikasi/Studio
1.12.1.12.01.001.009.5.2.2.20.11 ;Belanja Pemeliharaan Komputer ;34900000;Belanja Pemeliharaan Komputer 34900000
1.12.1.12.01.001.010 ;Penyediaan Alat Tulis Kantor ;15984425;
1.12.1.12.01.001.010.5.2.2 ;BELANJA BARANG DAN JASA ;15984425;
1.12.1.12.01.001.010.5.2.2.01 ;Belanja Bahan Pakai Habis ;15984425;
1.12.1.12.01.001.010.5.2.2.01.01 ;Belanja  Alat Tulis Kantor ;15984425;Belanja  Alat Tulis Kantor 15984425
1.12.1.12.01.001.011 ;Penyediaan Barang Cetakan dan Penggandaan ;26661000;
1.12.1.12.01.001.011.5.2.2 ;BELANJA BARANG DAN JASA ;26661000;
1.12.1.12.01.001.011.5.2.2.06 ;Belanja Cetak Dan Penggandaan ;26661000;
1.12.1.12.01.001.011.5.2.2.06.01 ;Belanja Cetak ;740000;Belanja Cetak 740000
1.12.1.12.01.001.011.5.2.2.06.02 ;Belanja Penggandaan ;25921000;Belanja Penggandaan 25921000
1.12.1.12.01.001.012 ;Penyediaan Komponen Instalasi Listrik/Penerangan Bangunan Kantor ;1477245;
1.12.1.12.01.001.012.5.2.2 ;BELANJA BARANG DAN JASA ;1477245;
1.12.1.12.01.001.012.5.2.2.01 ;Belanja Bahan Pakai Habis ;1477245;
