Judul;Penjabaran Anggaran Pendapatan dan Belanja Daerah;;
Daerah;Kota Yogyakarta;;
Tahun;2014;;
Kode Organisasi;2.06.01;;
Nama Organisasi;Dinas Pengelolaan Pasar ;;
Kolom;4;;
KODE REKENING ;URAIAN ;ANGGARAN ;PENJELASAN
2.06.01 ;Dinas Pengelolaan Pasar ;25204471296;
2.06.2.06.01.00 ;PENDAPATAN DAERAH ;18601912812;
2.06.2.06.01.00.00.4.1 ;PENDAPATAN ASLI DAERAH ;18601912812;
2.06.2.06.01.00.00.4.1.2 ;HASIL RETRIBUSI DAERAH ;14454938562;
2.06.2.06.01.00.00.4.1.2.01 ;Retribusi Jasa Umum ;14454938562;
2.06.2.06.01.00.00.4.1.2.01.06 ;Retribusi Pelayanan Pasar ;14454938562;Retribusi Pelayanan Pasar 14.454.938.562
2.06.2.06.01.00.00.4.1.4 ;LAIN-LAIN PENDAPATAN ASLI DAERAH YANG SAH ;4146974250;
2.06.2.06.01.00.00.4.1.4.26 ;Pendapatan BLUD Pusat Bisnis ;4146974250;
2.06.2.06.01.00.00.4.1.4.26.01 ;Pendapatan BLUD Pusat Bisnis ;4146974250;Pendapatan BLUD Pusat Bisnis 4.146.974.250
2.06.2.06.01.00 ;BELANJA TIDAK LANGSUNG ;6686615376;
2.06.2.06.01.00.00.5.1.1 ;BELANJA PEGAWAI ;6686615376;
2.06.2.06.01.00.00.5.1.1.01 ;Belanja Gaji Dan Tunjangan ;5963868448;Belanja Gaji Dan Tunjangan 5.963.868.448
2.06.2.06.01.00.00.5.1.1.01.01 ;Gaji Pokok PNS/Uang Representasi ;4582179893;
2.06.2.06.01.00.00.5.1.1.01.02 ;Tunjangan Keluarga ;482986465;
2.06.2.06.01.00.00.5.1.1.01.03 ;Tunjangan Jabatan Struktural ;197221375;
2.06.2.06.01.00.00.5.1.1.01.05 ;Tunjangan Umum ;250243500;
2.06.2.06.01.00.00.5.1.1.01.06 ;Tunjangan Beras ;371619900;
2.06.2.06.01.00.00.5.1.1.01.07 ;Tunjangan  PPh/Tunjangan Khusus ;79523867;
2.06.2.06.01.00.00.5.1.1.01.08 ;Pembulatan Gaji ;93448;
2.06.2.06.01.00.00.5.1.1.06 ;Insentif Pemungutan Retribusi Daerah ;722746928;Insentif Pemungutan Retribusi Daerah 722.746.928
