Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,
Daerah,Kabupaten Sleman,,
Tahun,2016,,
Kode Organisasi,1.14.01.00,,
Nama Organisasi,Dinas Tenaga Kerja dan Sosial,,
Kolom,4,,
Kode Rekening,URAIAN,JUMLAH,Keterangan
1,URUSAN WAJIB,169056000,
1.14,Tenaga Kerja,169056000,
1.14.1.14.08.00.00.001.4,Pendapatan,169056000,Perda 16 Thn 2013 tentang Retribusi Perpanjangan Ijin Memperkerjakan Tenaga Asing Perda 5 Thn 2013 tentang Retribusi Pelayanan Pendidikan
1.14.1.14.08.00.00.001.4.1,Pendapatan Asli Daerah,169056000,
1.14.1.14.08.00.00.001.4.1.2,Retribusi Daerah,169056000,
,Jumlah Pendapatan,169056000,
1.14.1.14.08.00.00.002.5,BELANJA DAERAH,20414034803,
1,URUSAN WAJIB,6582605800,
1.14,Tenaga Kerja,6582605800,
1.14.1.14.08.00.00.002.5.1,Belanja Tidak Langsung,6582605800,
1.14.1.14.08.00.00.002.5.1.1,Belanja Pegawai,6582605800,
1.14.1.14.08.00.00.002.5.2,Belanja Langsung,13831429003,
1,URUSAN WAJIB,13147252203,
1.14,Tenaga Kerja,10117562928,
1.14.1.14.08.00.01,Program Pelayanan Administrasi Perkantoran,1045540500,
1.14.1.14.08.00.01.007,Penyediaan jasa administrasi keuangan,49200000,
1.14.1.14.08.00.01.007.5.2.1,Belanja Pegawai,49200000,
1.14.1.14.08.00.01.017,Penyediaan makanan dan minuman rapat,48310000,
1.14.1.14.08.00.01.017.5.2.2,Belanja Barang Dan Jasa,48310000,
1.14.1.14.08.00.01.018,Rapat-rapat Koordinasi dan konsultasi,137224000,
1.14.1.14.08.00.01.018.5.2.2,Belanja Barang Dan Jasa,137224000,
1.14.1.14.08.00.01.020,Penyediaan bahan dan jasa administrasi perkantoran,267500000,
1.14.1.14.08.00.01.020.5.2.1,Belanja Pegawai,4645000,
1.14.1.14.08.00.01.020.5.2.2,Belanja Barang Dan Jasa,262855000,
1.14.1.14.08.00.01.023,Penyediaan jasa langganan,132120000,
1.14.1.14.08.00.01.023.5.2.2,Belanja Barang Dan Jasa,132120000,
1.14.1.14.08.00.01.024,Penyediaan jasa keamanan dan kebersihan kantor,411186500,
1.14.1.14.08.00.01.024.5.2.1,Belanja Pegawai,111349000,
1.14.1.14.08.00.01.024.5.2.2,Belanja Barang Dan Jasa,299837500,
1.14.1.14.08.00.02,Program peningkatan sarana dan prasarana aparatur,698937000,
1.14.1.14.08.00.02.024,Pemeliharaan rutin/berkala kendaraan dinas/operasional,563082000,
1.14.1.14.08.00.02.024.5.2.2,Belanja Barang Dan Jasa,563082000,
1.14.1.14.08.00.02.031,Pemeliharaan rutin/berkala perlengkapan dan peralatan gedung kantor dan rumah dinas,135855000,
