"Judul","Realisasi Anggaran Pendapatan Belanja Daerah",,,,,
"Daerah","Kabupaten Sleman",,,,,
"Tahun",2015,,,,,
"Kode Organisasi","1.12.01.00",,,,,
"Nama Organisasi","Badan Keluarga Berencana Pemberdayaan Masyarakat dan Perlindungan Perempuan",,,,,
"Kolom",7,,,,,
"No. Rekening","Uraian","Sebelum","Sesudah","Angka","Prosentase","Keterangan"
"1.12.1.12.01.00.00.001.4","Jumlah Pendapatan","0,00","0,00","0,00","0.00",
"1.12.1.12.01.00.00.002.5","BELANJA DAERAH","18.135.834.900,00","18.643.517.831,00","507.682.931,00","2.80",
1,"URUSAN WAJIB","6.951.826.000,00","7.036.701.458,00","84.875.458,00","1.22",
"1.12","Keluarga Berencana dan Keluarga Sejahtera","6.951.826.000,00","7.036.701.458,00","84.875.458,00","1.22",
"1.12.1.12.01.00.00.002.5.1","Belanja Tidak Langsung","6.951.826.000,00","7.036.701.458,00","84.875.458,00","1.22","Peraturan Pemerintah Nomor 30 Tahun 2015 Tentang Perubahan Ketujuh Belas atas Peraturan Pemerintah Nomor 7 Tahun 1977 Tentang Peraturan Gaji PNS."
"1.12.1.12.01.00.00.002.5.1.1","Belanja Pegawai","6.951.826.000,00","7.036.701.458,00","84.875.458,00","1.22",
"1.12.1.12.01.00.00.002.5.2","Belanja Langsung","11.184.008.900,00","11.606.816.373,00","422.807.473,00","3.78",
1,"URUSAN WAJIB","11.184.008.900,00","11.606.816.373,00","422.807.473,00","3.78",
"1.12","Keluarga Berencana dan Keluarga Sejahtera","4.594.824.600,00","4.796.937.500,00","202.112.900,00","4.40",
"1.12.1.12.01.00.01","Program Pelayanan Administrasi Perkantoran","609.342.500,00","708.959.000,00","99.616.500,00","16.35",
"1.12.1.12.01.00.02","Program peningkatan sarana dan prasarana aparatur","789.100.000,00","803.820.000,00","14.720.000,00","1.87",
"1.12.1.12.01.00.05","Program peningkatan kapasitas sumber daya aparatur","54.495.000,00","54.495.000,00","0,00","0.00",
"1.12.1.12.01.00.06","Program peningkatan pengembangan SISTEM","202.981.000,00","202.981.000,00","0,00","0.00",
"1.12.1.12.01.00.15","Program Keluarga Berencana","908.521.000,00","977.351.000,00","68.830.000,00","7.58",
"1.12.1.12.01.00.15.001","Penyediaan Pelayanan KB dan Alat Kontrasepsi bagi keluarga miskin","134.844.000,00","118.674.000,00","118.674.000,00","(11.99)",
"1.12.1.12.01.00.15.002","Pelayanan KIE","66.781.500,00","66.781.500,00","0,00","0.00",
"1.12.1.12.01.00.15.005","Pembinaan Keluarga Berencana","190.651.000,00","190.651.000,00","0,00","0.00",
"1.12.1.12.01.00.15.007","Peningkatan Sarana Dan prasarana program KB","190.000.000,00","275.000.000,00","85.000.000,00","44.74",
"1.12.1.12.01.00.15.011","Analisa dan penyajian data KB-KS","125.850.000,00","125.850.000,00","0,00","0.00",
"1.12.1.12.01.00.15.014","Peningkatan pelayanan KB-KR dan pengembangan Jaringan Kerja","200.394.500,00","200.394.500,00","0,00","0.00",
"1.12.1.12.01.00.16","Program Kesehatan Reproduksi Remaja","131.916.500,00","131.916.500,00","0,00","0.00",
"1.12.1.12.01.00.16.001","Advokasi dan KIE tentang Kesehatan Reproduksi Remaja (KRR)","38.888.500,00","38.888.500,00","0,00","0.00",
"1.12.1.12.01.00.16.002","Memperkuat dukungan Dan partisipasi masyarakat","93.028.000,00","93.028.000,00","0,00","0.00",
"1.12.1.12.01.00.17","Program pelayanan kontrasepsi","249.559.500,00","324.309.500,00","74.750.000,00","29.95",
"1.12.1.12.01.00.17.001","Pelayanan konseling KB","103.724.500,00","103.724.500,00","0,00","0.00",
"1.12.1.12.01.00.17.004","Pelayanan KB medis operasi","145.835.000,00","220.585.000,00","74.750.000,00","51.26",
"1.12.1.12.01.00.18","Program pembinaan peran serta masyarakat dalam pelayanan KB/KR yang mandiri","936.361.500,00","936.361.500,00","0,00","0.00",
"1.12.1.12.01.00.18.002","Pembinaan BKS","386.004.000,00","386.004.000,00","0,00","0.00",
"1.12.1.12.01.00.18.004","Penyelenggaraan kelompok masyarakat peduli KB","550.357.500,00","550.357.500,00","0,00","0.00",
"1.12.1.12.01.00.19","Program promosi kesehatan ibu, bayi dan anak melalui kelompok kegiatan di masyarakat","38.624.000,00","38.624.000,00","0,00","0.00",
"1.12.1.12.01.00.19.001","Penyuluhan kesehatan ibu, bayi dan anak melalui kelompok kegiatan di masyarakat","38.624.000,00","38.624.000,00","0,00","0.00",
"1.12.1.12.01.00.20","Program pengembangan pusat pelayanan informasi dan konseling KRR","365.174.600,00","365.174.600,00","0,00","0.00",
"1.12.1.12.01.00.20.003","Pelayanan KKR bagi kelompok remaja dan kelompok sebaya diluar sekolah","365.174.600,00","365.174.600,00","0,00","0.00",
"1.12.1.12.01.00.23","Program penyiapan tenaga pendamping kelompok bina keluarga","308.749.000,00","252.945.400,00","(55.803.600,00)","(18.07)",
