Judul ,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,
Daerah,Kabupaten Gunungkidul,,
tahun ,2016,,
Kode Organisasi,1.07,,
Nama Organisasi,Dinas Perhubungan Komunikasi dan Informasi,,
Kolom,4,,
Kode Rekening,Uraian,jumlah,Penjelasan
1.07.1.07.01.00.00.4. ,PENDAPATAN ,1096407004,
1.07.1.07.01.00.00.8. ,PENDAPATAN - LO ,1096407004,
1.07.1.07.01.00.00.4.1. ,PENDAPATAN ASLI DAERAH ,1096407004,
1.07.1.07.01.00.00.4.1.2. ,HASIL RETRIBUSI DAERAH ,1096407004,
1.07.1.07.01.00.00.4.1.2.01. ,Retribusi Jasa Umum ,805977500,
1.07.1.07.01.00.00.4.1.2.01.02. ,Retribusi Pelayanan Persampahan/Kebersihan ,7240000, Kios Terminal 5140000.00 Los Terminal 2100000.00
1.07.1.07.01.00.00.4.1.2.01.03. ,Retribusi Pelayanan Parkir di tepi jalan umum ,394700000,Dasar Hukum: Berdasarkan Perda No 10 Tahun 2011 LD Tahun 2011 No 4 Seri C. tentang Retribusi Pelayanan Parkir di Tepi Jalan Umum Retribusi Dengan Kontrak Kerja Sama 394700000.00
1.07.1.07.01.00.00.4.1.2.01.05. ,Retribusi Pengujian Kendaraan Bermotor ,404037500,Dasar Hukum: Berdasarkan Perda No 2 Tahun 2011 LD Tahun 2011 No 1 Seri C. tentang Retribusi Pengujian Kendaraan Bermotor Retribusi Pengujian Kendaraan Bermotor 404037500.00 Biaya Pendaftaran Uji 22290000.00 Biaya Pemeriksaaan Bus Kecil 6720000.00 Biaya Pemeriksaan Bus Sedang 2415000.00 Biaya Pemeriksaan Bus Besar 4410000.00 Biaya Pemeriksaan Barang dan Khusus s/d 5000 74305000.00 Biaya Pemeriksaan Barang dan Khusus 5000 s/d 10000 kg 45680000.00 Biaya Pemeriksaan Barang dan Khusus 10000 s/d 15000 kg 360000.00 Biaya Pemeriksaan Barang dan Khusus 15000 s/d 20000 kg 150000.00 Biaya Pemeriksaan Barang dan Khusus 20001 kg ke atas 1200000.00 Biaya Pemeriksaan MPNP Umum 560000.00 Biaya Pengganti palt Uji 52010000.00 Biaya Buku Uji 36975000.00 Biaya Stiker Tanda Samping 148600000.00 Stiker Daerah 6162500.00 Biaya Pengetokan Nomor Uji 2200000.00
1.07.1.07.01.00.00.4.1.2.02. ,Retribusi Jasa Usaha ,265982504,
1.07.1.07.01.00.00.4.1.2.02.01. ,Retribusi Pemakaian Kekayaan Daerah ,52027504,Dasar Hukum: Berdasarkan Perda No 9 Tahun 2011 LD Tahun 2011 No 3 Seri C. tentang Retribusi  Pemakaian Kekayaan Daerah Retribusi Pemakaian Kamar Mandi Dan Toilet 30475000.00 Lantai 1 Sisi Utara Gedung Terminal 5475000.00 Lantai 1 Sisi Selatan Gedung Terminal 25000000.00 Retribusi Sewa Kios dan Los 21552504.00 Retribusi Sewa Kios 17312087.00 Retribusi Sewa Los 4240417.00
1.07.1.07.01.00.00.4.1.2.02.02. ,Retribusi Terminal ,146455000,Dasar Hukum:Berdasarkan Perda No 15 Tahun 2011 LD Tahun 2011 No 6 Seri C. tentang Retribusi Terminal Retribusi Penggunaan Jalur Kedatangan Dan keberangkatan Serta Tempat 118532000.00 Tunggu Kendaraan Umum AKAP Cepat 45625000.00 AKAP Lambat 5208000.00 AKDP Seat 24 s/d 55 15144000.00 AKDP Seat 14 s/d 16 5655000.00 Angkutan Pedesaan 39600000.00 Angkutan Kota 7300000.00 Retribusi Penggunaan Fasilitas Penunjang 27923000.00 Kios Terminal 19710000.00 Los Terminal 8213000.00
1.07.1.07.01.00.00.4.1.2.02.03. ,Retribusi Tempat Khusus Parkir ,67500000,Dasar Hukum: Berdasarkan Perda No 11 Tahun 2011 LD Tahun 2011 No 5 Seri C.tentang Retribusi  Tempat Khusus Parkir Taman Parkir Wonosari 33000000.00 Gudang Garam 15500000.00 Pelataran Panggang 1000000.00 Pangkalan Truk Pasir 1000000.00 Pelataran Stadion Jeruksari 1000000.00 Pelataran UPT Puskesmas Patuk 3000000.00 Pelataran UPT Puskesmas Girisubo 500000.00 Terminal Wonosari ( Baru ) 12500000.00
1.07.1.07.01.00.00.4.1.2.03. ,Retribusi Perizinan Tertentu ,24447000,
1.07.1.07.01.00.00.4.1.2.03.03. ,Retribusi Izin Trayek ,24447000,Dasar Hukum: Berdasarkan Perda No 9 Tahun 2012 LD Tahun 2012 No 4 Seri C. tentang Retribusi Izin   Trayek Ijin Trayek Tetap 3675000.00 Kendaraan Kapasitas s/d 8 Tempat Duduk 375000.00 Kendaraan Kapasitas 9 s/d 16 Tempat Duduk 3300000.00 Kartu Pengawasan 20772000.00 Kendaraan Kapasitas s/d 8 Tempat Dududk 2772000.00 Kendaraan Kapasitas 9 s/d 16 Tempat Duduk 18000000.00 JUMLAH PENDAPATAN  1.096.407.004^00  
1.07.1.07.01.00.00.5. ,BELANJA DAERAH ,17601846678,
1.07.1.07.01.00.00.9. ,BEBAN ,17601846678,
1.07.1.07.01.00.00.5.1. ,BELANJA TIDAK LANGSUNG ,4772647178,
1.07.1.07.01.00.00.5.1.1. ,BELANJA PEGAWAI ,4772647178,
1.07.1.07.01.00.00.5.1.1.01. ,Gaji dan Tunjangan ,4720381578,
1.07.1.07.01.00.00.5.1.1.01.001. ,Gaji Pokok/Uang Representasi ,3681535321.8, Golongan I = 4 orang 114.476.367^60 Golongan II = 31 orang 1.127.031.670^80  Golongan III = 43 orang 2086296987.60 Golongan IV = 6 orang 353730295.80
1.07.1.07.01.00.00.5.1.1.01.002. ,Tunjangan Keluarga ,357956732.2, Tunjangan isteri 281161345.50 Tunjangan anak 76795386.70
1.07.1.07.01.00.00.5.1.1.01.003. ,Tunjangan Jabatan ,199150000, Eselon IIb = 1 orang 28350000.00 Eselon IIIa = 1 orang 17640000.00 Eselon IIIb = 3 orang 41160000.00 Eselon IVa = 13 orang 98280000.00 Eselon IVb = 2 orang 13720000.00
1.07.1.07.01.00.00.5.1.1.01.004. ,Tunjangan Fungsional ,17360000, Arsiparis : 1 orang 4900000.00 Penguji kendaraan bermotor penyelia = 1 orang 6160000.00 Penguji kendaraan bermotor pelaksana : 2 orang 6300000.00
1.07.1.07.01.00.00.5.1.1.01.005. ,Tunjangan Fungsional Umum ,150220000, Golongan I = 4 orang 9800000.00 Golongan II = 29 orang 73080000.00 Golongan III = 26 orang 67340000.00
1.07.1.07.01.00.00.5.1.1.01.006. ,Tunjangan Beras ,241303440, Tunjangan beras 238 orang 241303440.00
1.07.1.07.01.00.00.5.1.1.01.007. ,Tunjangan PPh/Tunjangan Khusus ,72796234, Tunjangan PPh 72796234.00
1.07.1.07.01.00.00.5.1.1.01.008. ,Pembulatan Gaji ,59850, Pembulatan 59850.00
1.07.1.07.01.00.00.5.1.1.06. ,Insentif Pemungutan Retribusi Daerah ,52265600,
1.07.1.07.01.00.00.5.1.1.06.001. ,Insentif  Pemungutan Retribusi Daerah ,52265600, Insentif Pemungutan Retribusi UJI PKB 20201875.00 Insentif Retribusi Pelayanan Persampahan/Kebersihan 362000.00 Insentif Retribusi Pemakaian  Kamar Mandi dan Toilet 1219000.00 Insentif Retribusi Sewa Kios dan Los 1077625.00 Insentif Retribusi Terminal 7322750.00 Insentif Retribusi Parkir Tepi Jalan Umum 3375000.00 Insentif Retribusi Parkir Tempat Khusus 17485000.00 Insentif Retribusi Ijin Trayek 1222350.00
1.07.1.07.01.00.00.5.2. ,BELANJA LANGSUNG ,12829199500,
1.07.1.07.01.01. ,PROGRAM PELAYANAN ADMINISTRASI ,1186425000, PERKANTORAN
1.07.1.07.01.01.01. ,PENYEDIAAN JASA SURAT MENYURAT ,2400000,Lokasi Kegiatan: Wonosari Gunungkidul Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.
1.07.1.07.01.01.01.5.2.2. ,BELANJA BARANG DAN JASA ,2400000,
1.07.1.07.01.01.01.5.2.2.03. ,Belanja Jasa Kantor ,2400000,
1.07.1.07.01.01.01.5.2.2.03.007. ,Belanja paket/pengiriman ,2400000, Belanja Paket/ Pengiriman 2400000.00
1.07.1.07.01.01.02. ,PENYEDIAAN JASA KOMUNIKASI^SUMBER DAYA ,761050000,Lokasi Kegiatan: Wonosari Gunungkidul AIR DAN LISTRIK Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.
1.07.1.07.01.01.02.5.2.1. ,BELANJA PEGAWAI ,1700000,
1.07.1.07.01.01.02.5.2.1.01. ,Honorarium PNS ,1700000,
1.07.1.07.01.01.02.5.2.1.01.001. ,Honorarium Tim Pelaksana Kegiatan ,900000, Honorarium PPK 500000.00 Honorarium PPTK 400000.00
