Judul,Ringkasan Anggaran Pendapatan dan Belanja Daerah,,
Daerah,Kabupaten Kulon Progo,,
Tahun,2016,,
Kode Organisasi,0,,
Nama Organisasi,Kabupaten Kulon Progo,,
Kolom,4,,
No. Rekening,Uraian,Jumlah,Keterangan
4,PENDAPATAN,142856482340571.00,
4 . 1,PENDAPATAN ASLI DAERAH,17243461125316.00,
4 . 1 . 1,Pendapatan Pajak Daerah,3728940068836.00,
4 . 1 . 2,Hasil Retribusi Daerah,10248938700.00,
4 . 1 . 3,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,1303545152881.00,
4 . 1 . 4,Lain-lain Pendapatan Asli Daerah yang Sah,11186082033599.00,
4 . 2,DANA PERIMBANGAN,1062502098220.00,
4 . 2 . 1,Bagi Hasil Pajak/Bagi Hasil Bukan Pajak,26100709000.00,
4 . 2 . 2,Dana Alokasi Umum,718490508000.00,
4 . 2 . 3,Dana Alokasi Khusus,317910881220.00,
4 . 3,LAIN-LAIN PENDAPATAN DAERAH YANG SAH,19362811393255.00,
4 . 3 . 1,Pendapatan Hibah,1250000000.00,
4 . 3 . 3,Dana Bagi Hasil Pajak dari Provinsi dan Pemerintah Daerah Lainnya,6443403093255.00,
4 . 3 . 4,Dana Penyesuaian dan Otonomi Khusus,99744600000.00,
4 . 3 . 5,Bantuan Keuangan dari Provinsi atau Pemerintah Daerah Lainnya,28199483000.00,
5,BELANJA,147768483869925.00,
5 . 1,BELANJA TIDAK LANGSUNG,9229219618458.00,
5 . 1 . 1,Belanja Pegawai,74794874069496.00,
5 . 1 . 2,Belanja Bunga,3187500000.00,
5 . 1 . 4,Belanja Hibah,24248499400.00,
5 . 1 . 5,Belanja Bantuan Sosial,4652260000.00,
5 . 1 . 6,Belanja Bagi Hasil kepada Provinsi/Kabupaten/Kota dan Pemerintah Desa,444428105084.00,
5 . 1 . 7,"Belanja Bantuan Keuangan kepada Provinsi/Kabupaten/Kota, Pemerintahan Desa dan Partai Politik",136440680700.00,
5 . 1 . 8,Belanja Tidak Terduga,2000000000.00,
5 . 2,BELANJA LANGSUNG,55476287685345.00,
5 . 2 . 1,Belanja Pegawai,35856941620.00,
5 . 2 . 2,Belanja Barang dan Jasa,211316639990.00,
5 . 2 . 3,Belanja Modal,30758929524345.00,
,SURPLUS / (DEFISIT),-4912001529354.00,
6,PEMBIAYAAN DAERAH,4912001529354.00,
6 . 1,PENERIMAAN PEMBIAYAAN DAERAH,6491250965054.00,
6 . 1 . 1,Sisa Lebih Perhitungan Anggaran Tahun Anggaran Sebelumnya,1464935965054.00,
6 . 1 . 4,Penerimaan Pinjaman Daerah,50000000000.00,
6 . 1 . 6,Penerimaan Piutang Daerah,263150000.00,
6 . 2,PENGELUARAN PEMBIAYAAN DAERAH,15792494357.00,
6 . 2 . 2,Penyertaan Modal (Investasi) Pemerintah Daerah,15792494357.00,
