Judul,Penjabaran Anggaran Pendapatan Belanja Daerah,,
Daerah,Kabupaten Gunungkidul,,
tahun ,2016,,
Kode Organisasi,1.22,,
Nama Organisasi,Badan Pemberdayaan Masyarakat Perempuan dan Keluarga Berencana,,
Kolom,4,,
Kode Rekening,Uraian,jumlah,Penjelasan
1.22.1.22.01.00.00.4. ,PENDAPATAN,,
1.22.1.22.01.00.00.8. ,PENDAPATAN - LO,,
1.22.1.22.01.00.00.5. ,BELANJA DAERAH ,11738499832.16,
1.22.1.22.01.00.00.9. ,BEBAN ,11738499832.16,
1.22.1.22.01.00.00.5.1. ,BELANJA TIDAK LANGSUNG ,7844258082.16,
1.22.1.22.01.00.00.5.1.1. ,BELANJA PEGAWAI ,7844258082.16,
1.22.1.22.01.00.00.5.1.1.01. ,Gaji dan Tunjangan ,7844258082.16,
1.22.1.22.01.00.00.5.1.1.01.001. ,Gaji Pokok/Uang Representasi ,5891983398,Golongan IV 192017369880 Golongan III 371576205000 Golongan II 23067980460 Golongan I 2536784460 
1.22.1.22.01.00.00.5.1.1.01.002. ,Tunjangan Keluarga ,598484050.16,Tunjangan Suami/Istri 46236182202 Tunjangan anak 13612222814 
1.22.1.22.01.00.00.5.1.1.01.003. ,Tunjangan Jabatan ,155190000,Eselon II/b 2835000000 Eselon III/a 1764000000 Eselon III/b 4116000000 Eselon IV/a 6804000000 
1.22.1.22.01.00.00.5.1.1.01.004. ,Tunjangan Fungsional ,593250000,Tunjangan fungsional KB 59325000000 
1.22.1.22.01.00.00.5.1.1.01.005. ,Tunjangan Fungsional Umum ,100450000,Golongan III 8288000000 Golongan II 1512000000 Golongan I 245000000 
1.22.1.22.01.00.00.5.1.1.01.006. ,Tunjangan Beras ,340663680,Tunjangan Beras 34066368000 
1.22.1.22.01.00.00.5.1.1.01.007. ,Tunjangan PPh/Tunjangan Khusus ,164154354,Tunjangan PPh 16415435400 
1.22.1.22.01.00.00.5.1.1.01.008. ,Pembulatan Gaji ,82600,Tunjangan Pembulatan 8260000 
1.22.1.22.01.00.00.5.2. ,BELANJA LANGSUNG ,3894241750,
1.22.1.22.01.01. ,PROGRAM PELAYANAN ADMINISTRASI ,176491000,Lokasi Kegiatan: - Kab Gunungkidul PERKANTORAN
1.22.1.22.01.01.01. ,PENYEDIAAN JASA SURAT MENYURAT ,750000,
1.22.1.22.01.01.01.5.2.2. ,BELANJA BARANG DAN JASA ,750000,
1.22.1.22.01.01.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,750000,
1.22.1.22.01.01.01.5.2.2.01.004. ,Belanja perangko/meterai ,750000,Pengiriman surat tercatat 75000000 Lokasi Kegiatan: -Kab.Gunungkidul
1.22.1.22.01.01.02. ,PENYEDIAAN JASA KOMUNIKASI.SUMBER DAYA ,23000000, AIR DAN LISTRIK
1.22.1.22.01.01.02.5.2.2. ,BELANJA BARANG DAN JASA ,23000000,
1.22.1.22.01.01.02.5.2.2.03. ,Belanja Jasa Kantor ,23000000,
1.22.1.22.01.01.02.5.2.2.03.001. ,Belanja telephon/kawat/faximile/internet ,9000000,Pembayaran langganan telepon 700000000 Pembayaran langganan telepon (sekretariat PKK) 200000000 
1.22.1.22.01.01.02.5.2.2.03.002. ,Belanja air ,3000000,Pembayaran langganan air 300000000 
1.22.1.22.01.01.02.5.2.2.03.003. ,Belanja listrik ,11000000,Pembayaran langganan listrik 1100000000 Lokasi Kegiatan: -Kab.Gunungkidul
1.22.1.22.01.01.04. ,PENYEDIAAN JASA PEMELIHARAAN DAN ,15606000, PERIZINAN KENDARAAN DINAS/OPERASIONAL
1.22.1.22.01.01.04.5.2.2. ,BELANJA BARANG DAN JASA ,15606000,
1.22.1.22.01.01.04.5.2.2.05. ,Belanja Perawatan Kendaraan Bermotor ,15606000,
1.22.1.22.01.01.04.5.2.2.05.004. ,Belanja Jasa Kir ,200000,Biaya jasa kir bus MUYAN 20000000 
1.22.1.22.01.01.04.5.2.2.05.005. ,Belanja Surat Tanda Nomor Kendaraan ,15406000,STNK Roda 4 (5 unit) 500000000 STNK Roda 2 1040600000 Lokasi Kegiatan: -
1.22.1.22.01.01.07. ,PENYEDIAAN JASA PERBAIKAN PERALATAN KERJA ,15000000,
1.22.1.22.01.01.07.5.2.2. ,BELANJA BARANG DAN JASA ,15000000,
1.22.1.22.01.01.07.5.2.2.18. ,Belanja perawatan peralatan dan perlengkapan ,15000000, kantor
1.22.1.22.01.01.07.5.2.2.18.001. ,Belanja pemeliharaan perlatan kantor ,15000000,Pemeliharaan mesin ketik 150000000 Pemeliharaan komputer/printer 850000000 Perbaikan dan peralatan kamera. LCD 100000000 Pemeliharaan telepon. faximile. wireless 200000000 Pemeliharaan laptop 200000000 Lokasi Kegiatan: -Kab.Gunungkidul
1.22.1.22.01.01.08. ,PENYEDIAAN ALAT TULIS KANTOR ,6000000,
1.22.1.22.01.01.08.5.2.2. ,BELANJA BARANG DAN JASA ,6000000,
1.22.1.22.01.01.08.5.2.2.01. ,Belanja Bahan Pakai Habis ,6000000,
1.22.1.22.01.01.08.5.2.2.01.001. ,Belanja alat tulis kantor ,6000000,Alat tulis kantor (HVS 60 grm. 70 grm. 80. grm. Kertas buram. HVS warna. 600000000 kertas plano. snell kertas . snell plastik. amplop. pensil. bolpoint. isi bolpoint.  tipex. trigonal. karbon. odner. map plastik dan kertas. binder. lem kertas. lakban.  buku tulis. solasi. stabilo. sampul. tinta printer dan toner. CD. gunting. karter.  pita ketik. stepler. spidol. kertas pembatas. peraut ) Lokasi Kegiatan: -
1.22.1.22.01.01.09. ,PENYEDIAAN BARANG CETAKAN DAN ,10000000, PENGGANDAAN
1.22.1.22.01.01.09.5.2.2. ,BELANJA BARANG DAN JASA ,10000000,
1.22.1.22.01.01.09.5.2.2.06. ,Belanja Cetak dan Penggandaan ,10000000,
1.22.1.22.01.01.09.5.2.2.06.001. ,Belanja Cetak ,4500000,Biaya cetak 450000000 ( BKP. lembar disposisi. blangko SPPD. buku agenda keluar masuk  ) 
1.22.1.22.01.01.09.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,5500000,Biaya Penggandaan 550000000 Lokasi Kegiatan: -K
1.22.1.22.01.01.10. ,PENYEDIAAN KOMPONEN INSTALASI ,2500000, LISTRIK/PENERANGAN BANGUNAN KANTOR
1.22.1.22.01.01.10.5.2.2. ,BELANJA BARANG DAN JASA ,2500000,
1.22.1.22.01.01.10.5.2.2.01. ,Belanja Bahan Pakai Habis ,2500000,
1.22.1.22.01.01.10.5.2.2.01.003. ,Belanja alat listrik dan elektronika (lampu pijar. batery ,2500000, keriPembelian lampu. roll kabel. batrey kotak. batrey besar  kecil. klem. kabel ) 250000000 Lokasi Kegiatan: -Kab.Gunungkidul
1.22.1.22.01.01.11. ,PENYEDIAAN PERALATAN DAN PERLENGKAPAN ,34447000, KANTOR
1.22.1.22.01.01.11.5.2.3. ,BELANJA  MODAL ,34447000,
1.22.1.22.01.01.11.5.2.3.12. ,Belanja Modal Pengadaan Komputer ,24847000,
1.22.1.22.01.01.11.5.2.3.12.004. ,Belanja modal pengadaan notebook/laptop ,8000000,Pembelian Laptop 800000000 
1.22.1.22.01.01.11.5.2.3.12.006. ,Belanja modal pengadaan monitor/display ,7500000,Pembelian LCD monitor 750000000 
1.22.1.22.01.01.11.5.2.3.12.007. ,Belanja modal pengadaan CPU ,7000000,Pembelian CPU 700000000 
1.22.1.22.01.01.11.5.2.3.12.008. ,Belanja modal pengadaan UPS/Stabilizer ,1900000,Belanja UPS 190000000 
1.22.1.22.01.01.11.5.2.3.12.009. ,Belanja modal pengadaan kelengkapan komputer ,447000,Belanja mouse 32000000 Belanja kyboord 12700000 
1.22.1.22.01.01.11.5.2.3.16. ,Belanja Modal Pengadaan Alat-alat Studio ,9600000,
1.22.1.22.01.01.11.5.2.3.16.001. ,Belanja modal pengadaan kamera ,2100000,Pembelian kamera 210000000 
1.22.1.22.01.01.11.5.2.3.16.003. ,Belanja modal pengadaan proyektor ,7500000,Pembelian Viewcr 750000000 Lokasi Kegiatan: -Kab.Gunungkidul
1.22.1.22.01.01.12. ,PENYEDIAAN PERALATAN RUMAH TANGGA ,2500000,
1.22.1.22.01.01.12.5.2.2. ,BELANJA BARANG DAN JASA ,2500000,
1.22.1.22.01.01.12.5.2.2.01. ,Belanja Bahan Pakai Habis ,2500000,
1.22.1.22.01.01.12.5.2.2.01.005. ,Belanja peralatan kebersihan dan bahan pembersih ,2500000,Belanja alat kebersihan dan bahan pembersih 250000000 (sapu lidi. sapu lantai.sulak. pembersih lantai. pengharum ruangan.porstek) Lokasi Kegiatan: -Kab.Gunungkidul
1.22.1.22.01.01.13. ,PENYEDIAAN BAHAN BACAAN DAN PERATURAN ,1998000, PERUNDANG-UNDANGAN
