Judul,Penjabaran Anggaran Pendapatan Belanja Daerah,,
Daerah,Kabupaten Gunungkidul,,
tahun ,2014,,
Kode Organisasi,1.22,,
Nama Organisasi,Badan Pemberdayaan Masyarakat Perempuan dan Keluarga Berencana,,
Kolom,4,,
Kode Rekening,Uraian,jumlah,Penjelasan
1.22.1.22.01.00.00.4. ,PENDAPATAN,,
1.22.1.22.01.00.00.5. ,BELANJA DAERAH ,28137273397,
1.22.1.22.01.00.00.5.1. ,BELANJA TIDAK LANGSUNG ,6311028797,
1.22.1.22.01.00.00.5.1.1. ,BELANJA PEGAWAI ,6311028797,
1.22.1.22.01.00.00.5.1.1.01. ,Gaji dan Tunjangan ,6311028797,
1.22.1.22.01.00.00.5.1.1.01.01. ,Gaji Pokok ,4902672528,Gaji Pokok  4902672528.00  Golongan IV 1641068208.00 Golongan III 3104690472.00 Golongan II 135331560.00 Golongan I 21582288.00
1.22.1.22.01.00.00.5.1.1.01.02. ,Tunjangan Keluarga ,475801138.8,Tunjangan Keluarga  475801138.80  Tunjangan suami/istri 367580538.00 Tunjangan Anak 108220600.80
1.22.1.22.01.00.00.5.1.1.01.03. ,Tunjangan Jabatan ,144105000,Tunjangan Jabatan  144105000.00  Eselon II/b 26325000.00 Elelon III/a 16380000.00 Eselon III/b 38220000.00 Eselon IV/a 63180000.00
1.22.1.22.01.00.00.5.1.1.01.04. ,Tunjangan Fungsional ,314405000,Tunjangan Fungsional  314405000.00  Tunjangan Fungsional 314405000.00
1.22.1.22.01.00.00.5.1.1.01.05. ,Tunjangan Fungsional Umum ,88595000,Tunjangan Fungsional Umum  88595000.00  Golongan III 76960000.00 Golongan II 9360000.00 Golongan I 2275000.00
1.22.1.22.01.00.00.5.1.1.01.06. ,Tunjangan Beras ,283853440,Tunjangan Beras  283853440.00  Tunjangan Beras 283853440.00
1.22.1.22.01.00.00.5.1.1.01.07. ,Tunjangan PPh/Tunjangan Khusus ,101534082,Tunjangan PPh/Tunjangan Khusus  101534082.00  Tunjangan PPh 101534082.00
1.22.1.22.01.00.00.5.1.1.01.08. ,Pembulatan Gaji ,62608,Pembulatan Gaji  62608.00  Tunjangan Pembulatan 62608.00
1.22.1.22.01.00.00.5.2. ,BELANJA LANGSUNG ,21826244600,
1.22.1.22.01.01. ,PROGRAM PELAYANAN ADMINISTRASI ,210294000, PERKANTORAN
1.22.1.22.01.01.01. ,PENYEDIAAN JASA SURAT MENYURAT ,2500000,
1.22.1.22.01.01.01.5.2.2. ,BELANJA BARANG DAN JASA ,2500000,
1.22.1.22.01.01.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,2500000,
1.22.1.22.01.01.01.5.2.2.01.04. ,Belanja perangko^ meterai^ dan benda pos lainnya ,2500000,Belanja perangko. meterai. dan benda pos lainnya  2500000.00  Biaya pengirimanm pembelian perangko. meterai dan benda pos lainnya 2500000.00
1.22.1.22.01.01.02. ,PENYEDIAAN JASA KOMUNIKASI^SUMBER ,22000000, DAYA AIR DAN LISTRIK
1.22.1.22.01.01.02.5.2.2. ,BELANJA BARANG DAN JASA ,22000000,
1.22.1.22.01.01.02.5.2.2.03. ,Belanja Jasa Kantor ,22000000,
1.22.1.22.01.01.02.5.2.2.03.01. ,Belanja telephon ,9000000,Belanja telephon  9000000.00  Pembayaran langganan telepon 7000000.00 Pembayaran langganan telepon ( Sekretariat PKK) 2000000.00
1.22.1.22.01.01.02.5.2.2.03.02. ,Belanja air ,3000000,Belanja air  3000000.00  Pembayaran langganan air 1500000.00 Belanja instalasi air minum 1500000.00
1.22.1.22.01.01.02.5.2.2.03.03. ,Belanja listrik ,10000000,Belanja listrik  10000000.00  Pembayaran langganan listerik 10000000.00
1.22.1.22.01.01.06. ,PENYEDIAAN JASA PEMELIHARAAN DAN ,24400000, PERIZINAN KENDARAAN DINAS/OPERASIONAL
1.22.1.22.01.01.06.5.2.2. ,BELANJA BARANG DAN JASA ,24400000,
1.22.1.22.01.01.06.5.2.2.05. ,Belanja Perawatan Kendaraan Bermotor ,24400000,
1.22.1.22.01.01.06.5.2.2.05.05. ,Belanja Surat Tanda Nomor Kendaraan ,24400000,Belanja Surat Tanda Nomor Kendaraan  24400000.00  STNK roda 4  ( 7 unit ) 6500000.00 STNK roda 2 (64 unit) 12800000.00 STNK roda 2 5100000.00
1.22.1.22.01.01.07. ,PENYEDIAAN JASA ADMINISTRASI ,34800000, KEUANGAN
1.22.1.22.01.01.07.5.2.1. ,BELANJA PEGAWAI ,34800000,
1.22.1.22.01.01.07.5.2.1.01. ,Honorarium PNS ,34800000,
1.22.1.22.01.01.07.5.2.1.01.03. ,Honorarium Bendahara^ Pembantu Bendaraha ,34800000,Honorarium Bendahara. Pembantu Bendaraha  34800000.00  Honorarium Bendahara Pengeluaran 4200000.00 Honorarium pembantu bendahara pengeluaran( 3 orang ) 9900000.00 Honorarium Pejabat Penatausahaan Keuangan 4500000.00 Honorarium Pembantu PPK ( 3 orang ) 10800000.00 Honorarium Pengurus Barang 2700000.00 Honorarium Penyimpan Barang 2700000.00
1.22.1.22.01.01.09. ,PENYEDIAAN JASA PERBAIKAN PERALATAN ,12000000, KERJA
1.22.1.22.01.01.09.5.2.2. ,BELANJA BARANG DAN JASA ,12000000,
1.22.1.22.01.01.09.5.2.2.18. ,Belanja perawatan peralatan dan perlengkapan ,12000000, kantor
1.22.1.22.01.01.09.5.2.2.18.01. ,Belanja pemeliharaan perlatan kantor ,12000000,Belanja pemeliharaan perlatan kantor  12000000.00  Pemeliharaan mesin ketik 1000000.00 Pemeliharaan komputer/printer 7500000.00 Perbaikan dan perawatan kamera. LCD 1000000.00 Pemeliharaan telepon. fasximile dan wirelles 1500000.00 Pemeliharaan laptop 1000000.00
1.22.1.22.01.01.10. ,PENYEDIAAN ALAT TULIS KANTOR ,8000000,
1.22.1.22.01.01.10.5.2.2. ,BELANJA BARANG DAN JASA ,8000000,
1.22.1.22.01.01.10.5.2.2.01. ,Belanja Bahan Pakai Habis ,8000000,
1.22.1.22.01.01.10.5.2.2.01.01. ,Belanja alat tulis kantor ,8000000,Belanja alat tulis kantor  8000000.00  Alat Tulis Kantor 8000000.00
1.22.1.22.01.01.11. ,PENYEDIAAN BARANG CETAKAN DAN ,13000000, PENGGANDAAN
1.22.1.22.01.01.11.5.2.2. ,BELANJA BARANG DAN JASA ,13000000,
1.22.1.22.01.01.11.5.2.2.06. ,Belanja Cetak dan Penggandaan ,13000000,
1.22.1.22.01.01.11.5.2.2.06.01. ,Belanja Cetak ,6000000,Belanja Cetak  6000000.00  Biaya cetak 6000000.00
1.22.1.22.01.01.11.5.2.2.06.02. ,Belanja Penggandaan/Foto copy ,7000000,Belanja Penggandaan/Foto copy  7000000.00  Penggandaan 7000000.00
1.22.1.22.01.01.12. ,PENYEDIAAN KOMPONEN INSTALASI ,3000000, LISTRIK/PENERANGAN BANGUNAN KANTOR
1.22.1.22.01.01.12.5.2.2. ,BELANJA BARANG DAN JASA ,3000000,
1.22.1.22.01.01.12.5.2.2.01. ,Belanja Bahan Pakai Habis ,3000000,
1.22.1.22.01.01.12.5.2.2.01.03. ,Belanja alat listrik dan elektronika (lampu pijar^ ,3000000,Belanja alat listrik dan elektronika (lampu pijar. batery keri  3000000.00  batery keri Pembelian lampu pijar. baterai. kabel. lampu TL dll 3000000.00
1.22.1.22.01.01.13. ,PENYEDIAAN PERALATAN DAN ,29780000, PERLENGKAPAN KANTOR
1.22.1.22.01.01.13.5.2.3. ,BELANJA  MODAL ,29780000,
1.22.1.22.01.01.13.5.2.3.11. ,Belanja Modal Pengadaan Perlengkapan ,15080000, Kantor
1.22.1.22.01.01.13.5.2.3.11.07. ,Belanja modal AC ,5000000,Belanja modal AC  5000000.00  Pembelian AC 1 PK 5000000.00
1.22.1.22.01.01.13.5.2.3.11.11. ,Belanja Modal Kipas Angin ,10080000,Belanja Modal Kipas Angin  10080000.00  Pembelian kipas angin (DAK) 6400000.00 Pembelian kipas angin Exhaust Fan (DAK) 3680000.00
1.22.1.22.01.01.13.5.2.3.12. ,Belanja Modal Pengadaan Komputer ,12000000,
1.22.1.22.01.01.13.5.2.3.12.02. ,Belanja modal pengadaan komputer /PC ,12000000,Belanja modal pengadaan komputer /PC  12000000.00  Pembelian Komputer PC 12000000.00
1.22.1.22.01.01.13.5.2.3.17. ,Belanja Modal Pengadaan Alat-alat ,2700000, Komunikasi
1.22.1.22.01.01.13.5.2.3.17.02. ,Belanja modal pengadaan faximile ,2700000,Belanja modal pengadaan faximile  2700000.00  Pembelian Fax 2700000.00
1.22.1.22.01.01.14. ,PENYEDIAAN PERALATAN RUMAH TANGGA ,4909000,
1.22.1.22.01.01.14.5.2.2. ,BELANJA BARANG DAN JASA ,2500000,
1.22.1.22.01.01.14.5.2.2.01. ,Belanja Bahan Pakai Habis ,2500000,
1.22.1.22.01.01.14.5.2.2.01.05. ,Belanja peralatan kebersihan dan bahan ,2500000,Belanja peralatan kebersihan dan bahan pembersih  2500000.00  pembersih Belanja alat kebersihan dan bahan pembersih 2500000.00
1.22.1.22.01.01.14.5.2.3. ,BELANJA  MODAL ,2409000,
1.22.1.22.01.01.14.5.2.3.11. ,Belanja Modal Pengadaan Perlengkapan ,2409000, Kantor
1.22.1.22.01.01.14.5.2.3.11.12. ,Belanja Modal Tempat Sampah ,2409000,Belanja Modal Tempat Sampah  2409000.00  Pembelian tempat sampah fiber (DAK) 2409000.00
1.22.1.22.01.01.15. ,PENYEDIAAN BAHAN BACAAN DAN ,1800000, PERATURAN PERUNDANG-UNDANGAN
