Judul;Penjabaran Anggaran Pendapatan dan Belanja Daerah;;
Daerah;Kota Yogyakarta;;
Tahun;2014;;
Kode Organisasi;1.17.01;;
Nama Organisasi;Dinas Pariwisata dan Kebudayaan ;;
Kolom;4;;
Kode Rekening;Uraian;Jumlah;Keterangan
1.17.01 ;Dinas Pariwisata dan Kebudayaan ;16596619785,00;
1.17.1.17.01.00 ;PENDAPATAN DAERAH ;3440588620,00;
1.17.1.17.01.00.00.4.1 ;PENDAPATAN ASLI DAERAH ;3440588620,00;
1.17.1.17.01.00.00.4.1.2 ;HASIL RETRIBUSI DAERAH ;3440588620,00;
1.17.1.17.01.00.00.4.1.2.01 ;Retribusi Jasa Umum ;2275425000,00;
1.17.1.17.01.00.00.4.1.2.01.05 ;Retribusi Pelayanan Parkir Di Tepi Jalan Umum ;2275425000,00;Retribusi Pelayanan Parkir Di Tepi Jalan Umum 2.275.425.000
1.17.1.17.01.00.00.4.1.2.02 ;Retribusi Jasa Usaha ;1165163620,00;
1.17.1.17.01.00.00.4.1.2.02.05 ;Retribusi Tempat Khusus Parkir ;1165163620,00;Retribusi Tempat Khusus Parkir 1.165.163.620
1.17.1.17.01.00 ;BELANJA TIDAK LANGSUNG ;2958731523,00;
1.17.1.17.01.00.00.5.1.1 ;BELANJA PEGAWAI ;2958731523,00;
1.17.1.17.01.00.00.5.1.1.01 ;Belanja Gaji Dan Tunjangan ;2786702092,00;Belanja Gaji Dan Tunjangan 2.786.702.092
1.17.1.17.01.00.00.5.1.1.01.01 ;Gaji Pokok PNS/Uang Representasi ;2105550077,00;
1.17.1.17.01.00.00.5.1.1.01.02 ;Tunjangan Keluarga ;206017042,00;
1.17.1.17.01.00.00.5.1.1.01.03 ;Tunjangan Jabatan Struktural ;199808375,00;
1.17.1.17.01.00.00.5.1.1.01.05 ;Tunjangan Umum ;72907250,00;
1.17.1.17.01.00.00.5.1.1.01.06 ;Tunjangan Beras ;146026800,00;
1.17.1.17.01.00.00.5.1.1.01.07 ;Tunjangan  PPh/Tunjangan Khusus ;56360990,00;
1.17.1.17.01.00.00.5.1.1.01.08 ;Pembulatan Gaji ;31558,00;
1.17.1.17.01.00.00.5.1.1.06 ;Insentif Pemungutan Retribusi Daerah ;172029431,00;Insentif Pemungutan Retribusi Daerah 172.029.431
