Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,,,
Daerah,Kabupaten Gunungkidul,,,,,
tahun ,2015,,,,,
Kode Organisasi,2.01,,,,,
Nama Organisasi,Dinas Tanaman Pangan dan Holtikultural,,,,,
Kolom,4,,,,,
Kode Rekening,URAIAN,jumlah,Penjelasan,,,
2.01.2.01.01.00.00.4. ,PENDAPATAN ,63000000,,,,
2.01.2.01.01.00.00.4.1. ,PENDAPATAN ASLI DAERAH ,63000000,,,,
2.01.2.01.01.00.00.4.1.2. ,HASIL RETRIBUSI DAERAH ,63000000,,,,
2.01.2.01.01.00.00.4.1.2.02. ,Retribusi Jasa Usaha ,63000000,,,,
2.01.2.01.01.00.00.4.1.2.02.13. ,Retribusi Penjualan Produksi Usaha Daerah ,63000000,Dasar Hukum:Berdasarkan Perda No 17 Tahun 2011 LD Tahun 2011No 8Seri C.tentang Retribusi  Penjualan Produksi Usaha Daerah Penjualan hasil usaha UPT Perbenihan 63000000.00 JUMLAH PENDAPATAN  63000000.00  ,,,
2.01.2.01.01.00.00.5. ,BELANJA DAERAH ,10883364186.5,,,,
2.01.2.01.01.00.00.5.1. ,BELANJA TIDAK LANGSUNG ,3132913299,,,,
2.01.2.01.01.00.00.5.1.1. ,BELANJA PEGAWAI ,3132913299,,,,
2.01.2.01.01.00.00.5.1.1.01. ,Gaji dan Tunjangan ,3129763299,,,,
2.01.2.01.01.00.00.5.1.1.01.001. ,Gaji Pokok ,2397270200, Gaji Pokok 2397270200.00 Golongan I = 2 orang 45076200.00 Golongan II = 11 orang 359785400.00 Golongan III = 38 orang 1598255100.00 Golongan IV = 8 orang 394153500.00,,,
2.01.2.01.01.00.00.5.1.1.01.002. ,Tunjangan Keluarga ,238207736, Tunjangan keluarga 238207736.00 Tunjangan Istri/suami = 46 orang 185496610.00 Tunjangan anak = 64 orang 52711126.00,,,
2.01.2.01.01.00.00.5.1.1.01.003. ,Tunjangan Jabatan ,184275000, Tunjangan Struktural 184275000.00 Eselon IIb = 1 orang 26325000.00 Eselon IIIa = 1 orang 16380000.00 Eselon IIIb = 4 orang 50960000.00 Eselon IVa = 12 orang 84240000.00 Eselon IVb = 1 orang 6370000.00,,,
2.01.2.01.01.00.00.5.1.1.01.004. ,Tunjangan Fungsional ,8450000, Tunjangan fungsional ; 1 orang 8450000.00,,,
2.01.2.01.01.00.00.5.1.1.01.005. ,Tunjangan Fungsional Umum ,95225000, Tunjangan umum 95225000.00 Golongan I = 2 orang 4550000.00 Golongan II = 9 orang 25740000.00 Golongan III = 27 orang 64935000.00,,,
2.01.2.01.01.00.00.5.1.1.01.006. ,Tunjangan Beras ,153262720, Tunjangan Beras 153262720.00,,,
2.01.2.01.01.00.00.5.1.1.01.007. ,Tunjangan PPh/Tunjangan Khusus ,53037816, Tunjangan Khusus/PPH 53037816.00,,,
2.01.2.01.01.00.00.5.1.1.01.008. ,Pembulatan Gaji ,34827, Pembulatan Gaji 34827.00,,,
2.01.2.01.01.00.00.5.1.1.06. ,Insentif Pemungutan Retribusi Daerah ,3150000,,,,
2.01.2.01.01.00.00.5.1.1.06.001. ,Insentif  Pemungutan Retribusi Daerah ,3150000, Insentif Pemungutan Retribusi Daerah 3150000.00,,,
2.01.2.01.01.00.00.5.2. ,BELANJA LANGSUNG ,7750450887.5,,,,
2.01.2.01.01.01. ,PROGRAM PELAYANAN ADMINISTRASI ,238078337.5, PERKANTORAN,,,
2.01.2.01.01.01.01. ,PENYEDIAAN JASA SURAT MENYURAT ,1450000,Lokasi Kegiatan: Kab Gunungkidul Sumber Dana: PAD.DAU.,,,
2.01.2.01.01.01.01.5.2.2. ,BELANJA BARANG DAN JASA ,1450000,,,,
2.01.2.01.01.01.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,1450000,,,,
2.01.2.01.01.01.01.5.2.2.01.004. ,Belanja perangko^ meterai^ dan benda pos ,1450000, Pembelian Meterai Rp 3000 375000.00 Pembelian Meterai Rp 6000 750000.00 Jasa Pos lainnya 325000.00,,,
2.01.2.01.01.01.02. ,PENYEDIAAN JASA KOMUNIKASI^SUMBER DAYA ,35028337.5,Lokasi Kegiatan: Kab Gunungkidul AIR DAN LISTRIK Sumber Dana: DAU.,,,
2.01.2.01.01.01.02.5.2.2. ,BELANJA BARANG DAN JASA ,35028337.5,,,,
