Judul;Penjabaran Anggaran Pendapatan dan Belanja Daerah;;
Daerah;Kota Yogyakarta;;
Tahun;2014;;
Kode Organisasi;1.15.01;;
Nama Organisasi;Dinas Perindustrian, Perdagangan, Koperasi dan Perikanan;;
Kolom;4;;
KODE REKENING ;URAIAN ;ANGGARAN ;PENJELASAN
1.15.01 ;Dinas Perindustrian, Perdagangan, Koperasi dan Per ;21821303381;
1.15.1.15.01.00 ;PENDAPATAN DAERAH ;1668126373;
1.15.1.15.01.00.00.4.1 ;PENDAPATAN ASLI DAERAH ;1668126373;
1.15.1.15.01.00.00.4.1.2 ;HASIL RETRIBUSI DAERAH ;646850000;
1.15.1.15.01.00.00.4.1.2.01 ;Retribusi Jasa Umum ;53000000;
1.15.1.15.01.00.00.4.1.2.01.01 ;Retribusi Pelayanan Kesehatan ;53000000;Retribusi Pelayanan Kesehatan 53.000.000
1.15.1.15.01.00.00.4.1.2.02 ;Retribusi Jasa Usaha ;593850000;
1.15.1.15.01.00.00.4.1.2.02.01 ;Retribusi Pemakaian Kekayaan Daerah ;111025000;Retribusi Pemakaian Kekayaan Daerah 111.025.000
1.15.1.15.01.00.00.4.1.2.02.08 ;Retribusi Rumah Potong Hewan ;279225000;Retribusi Rumah Potong Hewan 279.225.000
1.15.1.15.01.00.00.4.1.2.02.13 ;Retribusi Penjualan Produksi Usaha Daerah ;203600000;Retribusi Penjualan Produksi Usaha Daerah 203.600.000
1.15.1.15.01.00.00.4.1.4 ;LAIN-LAIN PENDAPATAN ASLI DAERAH YANG SAH ;1021276373;
1.15.1.15.01.00.00.4.1.4.15 ;Pendapatan Lain-lain ;1021276373;
1.15.1.15.01.00.00.4.1.4.15.04 ;Penerimaan Bagi Hasil Laba BUKP ;21276373;Penerimaan Bagi Hasil Laba BUKP 21.276.373
1.15.1.15.01.00.00.4.1.4.15.12 ;Penyelenggaraan PMPS ;1000000000;Penyelenggaraan PMPS 1.000.000.000
1.15.1.15.01.00 ;BELANJA TIDAK LANGSUNG ;6714482966;
1.15.1.15.01.00.00.5.1.1 ;BELANJA PEGAWAI ;6714482966;
1.15.1.15.01.00.00.5.1.1.01 ;Belanja Gaji Dan Tunjangan ;6682140466;Belanja Gaji Dan Tunjangan 6.682.140.466
1.15.1.15.01.00.00.5.1.1.01.01 ;Gaji Pokok PNS/Uang Representasi ;5150164497;
