Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,
Daerah,Kabupaten Sleman,,
Tahun,2016,,
Kode Organisasi,0,,
Nama Organisasi,Kabupaten Sleman,,
Kolom,4,,
,,,
Kode Rekening,Uraian,Jumlah,Keterangan
1,Pendapatan Daerah,2356293841455.73,
1.1,Pendapatan Asli Daerah,614410593300,
1.1.1,Pajak Daerah,367200000000,
1.1.2,Retribusi Daerah,42383974100,
1.1.3,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,36647000000,
1.1.4,Lain-lain Pendapatan Asli Daerah yang Sah,168179619200,
1.2,Dana Perimbangan,1519169465200,
1.2.1,Dana Bagi Hasil Pajak/Bagi Hasil Bukan Pajak,61833117000,
1.2.2,Dana Alokasi Umum,1014310630000,
1.2.3,Dana Alokasi Khusus,380011001200,
1.2.4,Alokasi Dana Desa Dari APBN,63014717000,
1.3,Lain-lain Pendapatan Daerah yang Sah,222713782955.73,
1.3.1,Pendapatan Hibah,6654102299,
1.3.3,Dana Bagi Hasil Pajak dari Provinsi dan Pemerintah Daerah lainnya,199811080656.73,
1.3.4,Dana Penyesuaian dan Otonomi Khusus,5000000000,
1.3.5,Bantuan Keuangan dari Provinsi atau Pemerintah Daerah lainnya,11248600000,
,Jumlah Pendapatan Daerah,2356293841455.73,
2,Belanja Daerah,2498770228801.22,
2.1,Belanja Tidak Langsung,1424237048523.02,
2.1.1,Belanja Pegawai,1127683120739.22,
2.1.2,Belanja Bunga,4106423611,
2.1.4,Belanja Hibah,43620363928,
2.1.5,Belanja Bantuan Sosial,29939898455.8,
2.1.6,Belanja Bagi Hasil Kepada Provinsi/Kabupaten/Kota Dan Pemerintahan Desa,41128397410,
2.1.7,"Belanja Bantuan Keuangan Kepada Provinsi/Kabupaten/Kota, Pemerintahan Desa Dan Partai Politik",172681974274,
2.1.8,Belanja Tidak Terduga,5076870105,
2.2,Belanja Langsung,1074533180278.2,
2.2.1,Belanja Pegawai,163421284231.2,
2.2.2,Belanja Barang Dan Jasa,562908882816,
2.2.3,Belanja Modal,348203013231,
,Jumlah Belanja Daerah,2498770228801.22,
,Surplus/(Defisit),-142476387345.49,
3,Pembiayaan Daerah,142476387345.49,
3.1,Penerimaan Pembiayaan Daerah,154476387345.49,
3.1.1,Sisa Lebih Perhitungan Anggaran Tahun Anggaran Sebelumnya,154476387345.49,
,Jumlah Penerimaan Pembiayaan Daerah,154476387345.49,
3.2,Pengeluaran Pembiayaan Daerah,12000000000,
3.2.2,Penyertaan Modal/Investasi Pemerintah Daerah,5000000000,
3.2.3,Pembayaran Pokok Utang,7000000000,
,Jumlah Pengeluaran Pembiayaan Daerah,12000000000,
